proxy_price,rounded_lowest_each_way_price,number_of_nights,is_sales_fare,arr_city_name,trip_type,dep_lpf_city_airport_display,dep_airport_name,rounded_lowest_price,lowest_price,dep_city_name,arrival_airport,arr_lpf_city_airport_display,arrival_city,departure_airport,cabin,region_code,arr_airport_name,currency_code,tier_points,tier_points_per_pound
N,45,7,N,Sofia,RT,London (Heathrow),Heathrow,90,89.29,London,SOF,Sofia,SOF,LHR,M,EUK,Sofia,GBP,10.0,0.22
N,72,7,N,Split,RT,London (Heathrow),Heathrow,144,143.59,London,SPU,Split,SPU,LHR,M,EUK,Split,GBP,5.0,0.07
N,215,7,N,St Kitts,RT,London (Gatwick),Gatwick,429,428.78,London,SKB,St Kitts,SKB,LGW,M,SOA,Robert L Bradshaw International,GBP,20.0,0.09
N,215,7,Y,St Lucia,RT,London (Gatwick),Gatwick,429,428.48,London,UVF,St Lucia,SLU,LGW,M,SOA,St Lucia,GBP,20.0,0.09
N,39,7,N,Stockholm,RT,London (Heathrow),Heathrow,77,76.29,London,ARN,Stockholm (Arlanda),STO,LHR,M,EUK,Arlanda,GBP,5.0,0.13
N,48,7,N,Stuttgart,RT,London (Heathrow),Heathrow,95,94.19,London,STR,Stuttgart,STR,LHR,M,EUK,Stuttgart,GBP,5.0,0.11
N,569,7,N,Sydney,RT,London (Heathrow),Heathrow,1138,1137.19,London,SYD,Sydney (Sydney Kingsford Smith),SYD,LHR,M,FEA,Sydney Kingsford Smith,GBP,30.0,0.05
N,168,7,Y,Tampa,RT,London (Gatwick),Gatwick,336,335.88,London,TPA,Tampa (Tampa International),TPA,LGW,M,NOA,Tampa International,GBP,20.0,0.12
N,65,7,N,Thessaloniki,RT,London (Gatwick),Gatwick,130,129.88,London,SKG,Thessaloniki,SKG,LGW,M,EUK,Thessaloniki,GBP,10.0,0.15
N,49,7,N,Tirana,RT,London (Heathrow),Heathrow,97,96.59,London,TIA,Tirana,TIA,LHR,M,EUK,Tirana,GBP,10.0,0.21
N,214,7,Y,Tobago,RT,London (Gatwick),Gatwick,428,427.98,London,TAB,Tobago,TAB,LGW,M,SOA,Tobago,GBP,20.0,0.09
N,390,7,Y,Tokyo,RT,London (Heathrow),Heathrow,780,779.59,London,HND,Tokyo (Haneda),TYO,LHR,M,FEA,Haneda,GBP,20.0,0.05
N,204,7,N,Toronto,RT,London (Heathrow),Heathrow,407,406.49,London,YYZ,Toronto,YTO,LHR,M,NOA,Toronto,GBP,20.0,0.1
N,38,7,N,Toulouse,RT,London (Heathrow),Heathrow,76,75.89,London,TLS,Toulouse,TLS,LHR,M,EUK,Toulouse,GBP,5.0,0.13
N,50,7,N,Turin,RT,London (Gatwick),Gatwick,99,98.88,London,TRN,Turin,TRN,LGW,M,EUK,Turin,GBP,5.0,0.1
N,45,7,N,Valencia,RT,London (Heathrow),Heathrow,89,88.29,London,VLC,Valencia,VLC,LHR,M,EUK,Valencia,GBP,5.0,0.11
N,236,7,Y,Vancouver,RT,London (Gatwick),Gatwick,472,471.18,London,YVR,Vancouver,YVR,LGW,M,NOA,Vancouver,GBP,20.0,0.08
N,45,7,N,Venice,RT,London (Heathrow),Heathrow,90,89.39,London,VCE,Venice (Marco Polo),VCE,LHR,M,EUK,Marco Polo,GBP,5.0,0.11
N,39,7,N,Verona,RT,London (Gatwick),Gatwick,77,76.98,London,VRN,Verona,VRN,LGW,M,EUK,Valerio Catullo,GBP,5.0,0.13
N,55,7,N,Vienna,RT,London (Heathrow),Heathrow,109,108.69,London,VIE,Vienna,VIE,LHR,M,EUK,Vienna,GBP,5.0,0.09
N,41,7,N,Warsaw,RT,London (Heathrow),Heathrow,81,80.39,London,WAW,Warsaw,WAW,LHR,M,EUK,Warsaw,GBP,5.0,0.12
N,48,7,N,Zagreb,RT,London (Heathrow),Heathrow,95,94.29,London,ZAG,Zagreb,ZAG,LHR,M,EUK,Zagreb,GBP,5.0,0.11
N,42,7,N,Zurich,RT,London (Heathrow),Heathrow,84,83.29,London,ZRH,Zurich,ZRH,LHR,M,EUK,Zurich,GBP,5.0,0.12
N,402,7,N,Abu Dhabi,RT,London (Heathrow),Heathrow,804,803.49,London,AUH,Abu Dhabi,AUH,LHR,W,MDE,Abu Dhabi,GBP,90.0,0.22
N,557,7,N,Abuja,RT,London (Heathrow),Heathrow,1114,1113.59,London,ABV,Abuja,ABV,LHR,W,AFR,Abuja,GBP,90.0,0.16
N,396,7,N,Accra,RT,London (Gatwick),Gatwick,791,790.08,London,ACC,Accra,ACC,LGW,W,AFR,Accra,GBP,90.0,0.23
N,478,7,N,Antigua,RT,London (Gatwick),Gatwick,956,955.78,London,ANU,Antigua,ANU,LGW,W,SOA,Antigua,GBP,90.0,0.19
N,479,7,N,Aruba,RT,London (Gatwick),Gatwick,957,956.58,London,AUA,Aruba,AUA,LGW,W,SOA,Aruba,GBP,90.0,0.19
N,457,7,Y,Atlanta,RT,London (Heathrow),Heathrow,914,913.59,London,ATL,Atlanta (Hartsfield-Jackson Int),ATL,LHR,W,NOA,Hartsfield-Jackson Int,GBP,90.0,0.2
N,435,7,Y,Austin,RT,London (Heathrow),Heathrow,870,869.59,London,AUS,Austin,AUS,LHR,W,NOA,Austin-Bergstrom Intl,GBP,90.0,0.21
N,451,7,N,Bahrain,RT,London (Heathrow),Heathrow,901,900.99,London,BAH,Bahrain,BAH,LHR,W,MDE,Bahrain,GBP,90.0,0.2
Y,665,7,N,Bangkok,RT,London (Gatwick),Gatwick,1330,1329.58,London,BKK,Bangkok,BKK,LGW,W,FEA,Bangkok,GBP,90.0,0.14
N,420,7,N,Beijing,RT,London (Heathrow),Heathrow,840,839.49,London,PKX,Beijing (Beijing Daxing Intl),BJS,LHR,W,FEA,Beijing Daxing Intl,GBP,90.0,0.21
N,633,7,N,Bermuda,RT,London (Heathrow),Heathrow,1265,1264.19,London,BDA,Bermuda,BDA,LHR,W,SOA,Bermuda,GBP,90.0,0.14
N,395,7,Y,Boston,RT,London (Heathrow),Heathrow,789,788.59,London,BOS,Boston,BOS,LHR,W,NOA,Logan International,GBP,90.0,0.23
N,645,7,N,Buenos Aires,RT,London (Heathrow),Heathrow,1289,1288.89,London,EZE,Buenos Aires,BUE,LHR,W,SOA,Buenos Aires,GBP,100.0,0.16
N,449,7,N,Cancun,RT,London (Gatwick),Gatwick,898,897.78,London,CUN,Cancun,CUN,LGW,W,SOA,Cancun International,GBP,90.0,0.2
N,819,7,N,Cape Town,RT,London (Heathrow),Heathrow,1638,1637.69,London,CPT,Cape Town,CPT,LHR,W,AFR,Cape Town,GBP,100.0,0.12
N,511,7,N,Chennai,RT,London (Heathrow),Heathrow,1022,1021.09,London,MAA,Chennai,MAA,LHR,W,SAS,Chennai,GBP,90.0,0.18
N,455,7,Y,Chicago,RT,London (Heathrow),Heathrow,910,909.59,London,ORD,Chicago (O'Hare International),CHI,LHR,W,NOA,O'Hare International,GBP,90.0,0.2
N,499,7,Y,Cincinnati,RT,London (Heathrow),Heathrow,997,996.59,London,CVG,Cincinnati (Cincinnati/N Kentucky International),CVG,LHR,W,NOA,Cincinnati/N Kentucky International,GBP,90.0,0.18
N,619,7,N,Dallas,RT,London (Heathrow),Heathrow,1238,1237.59,London,DFW,Dallas (Dallas Ft Worth),DFW,LHR,W,NOA,Dallas Ft Worth,GBP,90.0,0.15
N,433,7,Y,Denver,RT,London (Heathrow),Heathrow,865,864.59,London,DEN,Denver (Denver International),DEN,LHR,W,NOA,Denver International,GBP,90.0,0.21
N,333,7,N,Doha,RT,London (Heathrow),Heathrow,665,664.99,London,DOH,Doha,DOH,LHR,W,MDE,Doha,GBP,90.0,0.27
N,430,7,N,Dubai,RT,London (Heathrow),Heathrow,859,858.59,London,DXB,Dubai,DXB,LHR,W,MDE,Dubai,GBP,90.0,0.21
N,455,7,N,Georgetown,RT,London (Gatwick),Gatwick,909,908.48,London,GEO,Georgetown,GEO,LGW,W,SOA,Georgetown,GBP,90.0,0.2
N,603,7,N,Grand Cayman,RT,London (Heathrow),Heathrow,1206,1205.59,London,GCM,Grand Cayman,GCM,LHR,W,SOA,Grand Cayman,GBP,90.0,0.15
N,445,7,N,Grenada,RT,London (Gatwick),Gatwick,889,888.28,London,GND,Grenada,GND,LGW,W,SOA,Grenada,GBP,90.0,0.2
N,587,7,N,Hong Kong,RT,London (Heathrow),Heathrow,1173,1172.29,London,HKG,Hong Kong,HKG,LHR,W,FEA,Hong Kong,GBP,100.0,0.17
N,551,7,Y,Houston,RT,London (Heathrow),Heathrow,1102,1101.59,London,IAH,Houston (George Bush Intercont),HOU,LHR,W,NOA,George Bush Intercont,GBP,90.0,0.16
N,475,7,N,Hyderabad,RT,London (Heathrow),Heathrow,950,949.59,London,HYD,Hyderabad,HYD,LHR,W,SAS,Rajiv Gandhi Intl,GBP,90.0,0.19
Y,533,7,N,Islamabad,RT,London (Gatwick),Gatwick,1066,1065.18,London,ISB,Islamabad,ISB,LGW,W,SAS,Islamabad,GBP,90.0,0.17
N,706,7,N,Johannesburg,RT,London (Heathrow),Heathrow,1411,1410.69,London,JNB,Johannesburg,JNB,LHR,W,AFR,Johannesburg,GBP,90.0,0.13
N,519,7,N,Kingston,RT,London (Gatwick),Gatwick,1037,1036.18,London,KIN,Kingston,KIN,LGW,W,SOA,Kingston,GBP,90.0,0.17
N,548,7,N,Kuala Lumpur,RT,London (Heathrow),Heathrow,1095,1094.29,London,KUL,Kuala Lumpur,KUL,LHR,W,FEA,Kuala Lumpur,GBP,100.0,0.18
N,390,7,N,Kuwait,RT,London (Heathrow),Heathrow,779,778.39,London,KWI,Kuwait,KWI,LHR,W,MDE,Kuwait,GBP,90.0,0.23
N,591,7,N,Lagos,RT,London (Heathrow),Heathrow,1181,1180.59,London,LOS,Lagos,LOS,LHR,W,AFR,Lagos,GBP,90.0,0.15
N,528,7,Y,Las Vegas,RT,London (Gatwick),Gatwick,1055,1054.88,London,LAS,Las Vegas (Harry Reid Intl),LAS,LGW,W,NOA,Harry Reid Intl,GBP,90.0,0.17
N,462,7,N,Los Angeles,RT,London (Heathrow),Heathrow,923,922.59,London,LAX,Los Angeles (Los Angeles International),LAX,LHR,W,NOA,Los Angeles International,GBP,90.0,0.2
N,508,7,N,Male,RT,London (Heathrow),Heathrow,1016,1015.29,London,MLE,Male (Male International),MLE,LHR,W,SAS,Male International,GBP,90.0,0.18
Y,679,7,N,Mauritius,RT,London (Gatwick),Gatwick,1358,1357.68,London,MRU,Mauritius,MRU,LGW,W,AFR,Mauritius,GBP,100.0,0.15
N,519,7,N,Mexico City,RT,London (Heathrow),Heathrow,1037,1036.89,London,MEX,Mexico City (Mexico),MEX,LHR,W,SOA,Mexico,GBP,90.0,0.17
N,486,7,N,Miami,RT,London (Heathrow),Heathrow,972,971.59,London,MIA,Miami (Miami International),MIA,LHR,W,NOA,Miami International,GBP,90.0,0.19
N,435,7,Y,Montreal,RT,London (Heathrow),Heathrow,869,868.99,London,YUL,Montreal,YMQ,LHR,W,NOA,Montreal,GBP,90.0,0.21
N,425,7,N,Mumbai,RT,London (Heathrow),Heathrow,850,849.39,London,BOM,Mumbai,BOM,LHR,W,SAS,Chhatrapati Shivaji Maharaj Intl,GBP,90.0,0.21
N,583,7,N,Nairobi,RT,London (Heathrow),Heathrow,1166,1165.69,London,NBO,Nairobi,NBO,LHR,W,AFR,Nairobi,GBP,90.0,0.15
N,484,7,Y,Nashville,RT,London (Heathrow),Heathrow,968,967.59,London,BNA,Nashville,BNA,LHR,W,NOA,Nashville International,GBP,90.0,0.19
N,573,7,N,Nassau,RT,London (Heathrow),Heathrow,1146,1145.29,London,NAS,Nassau,NAS,LHR,W,SOA,Nassau,GBP,90.0,0.16
N,469,7,Y,New Orleans,RT,London (Heathrow),Heathrow,938,937.59,London,MSY,New Orleans,MSY,LHR,W,NOA,Louis Armstrong International,GBP,90.0,0.19
N,325,7,Y,New York,RT,London (Gatwick),Gatwick,650,649.88,London,JFK,New York (John F Kennedy),NYC,LGW,W,NOA,John F Kennedy,GBP,90.0,0.28
N,441,7,N,Orlando,RT,London (Gatwick),Gatwick,882,881.88,London,MCO,Orlando,ORL,LGW,W,NOA,Orlando International,GBP,90.0,0.2
N,450,7,N,Philadelphia,RT,London (Heathrow),Heathrow,899,898.59,London,PHL,Philadelphia,PHL,LHR,W,NOA,Philadelphia International,GBP,90.0,0.2
N,549,7,Y,Phoenix,RT,London (Heathrow),Heathrow,1098,1097.59,London,PHX,Phoenix (Sky Harbor International),PHX,LHR,W,NOA,Sky Harbor International,GBP,90.0,0.16
N,479,7,Y,Pittsburgh,RT,London (Heathrow),Heathrow,958,957.59,London,PIT,Pittsburgh,PIT,LHR,W,NOA,Pittsburgh International,GBP,90.0,0.19
N,424,7,N,Port of Spain,RT,London (Gatwick),Gatwick,848,847.98,London,POS,Port of Spain,POS,LGW,W,SOA,Port of Spain,GBP,90.0,0.21
N,526,7,N,Punta Cana,RT,London (Gatwick),Gatwick,1052,1051.28,London,PUJ,Punta Cana,PUJ,LGW,W,SOA,Punta Cana,GBP,90.0,0.17
N,571,7,N,Riyadh,RT,London (Heathrow),Heathrow,1141,1140.29,London,RUH,Riyadh,RUH,LHR,W,MDE,King Khalid International,GBP,90.0,0.16
N,513,7,Y,San Diego,RT,London (Heathrow),Heathrow,1026,1025.59,London,SAN,San Diego,SAN,LHR,W,NOA,San Diego International,GBP,90.0,0.18
N,470,7,Y,San Francisco,RT,London (Heathrow),Heathrow,940,939.59,London,SFO,San Francisco,SFO,LHR,W,NOA,San Francisco International,GBP,90.0,0.19
Y,739,7,N,Santiago,RT,London (Heathrow),Heathrow,1478,1477.79,London,SCL,Santiago,SCL,LHR,W,SOA,Santiago,GBP,100.0,0.14
N,591,7,N,Sao Paulo,RT,London (Heathrow),Heathrow,1182,1181.49,London,GRU,Sao Paulo (Guarulhos Intl),SAO,LHR,W,SOA,Guarulhos Intl,GBP,90.0,0.15
N,473,7,N,Seattle,RT,London (Heathrow),Heathrow,946,945.59,London,SEA,Seattle (Seattle-Tacoma International),SEA,LHR,W,NOA,Seattle-Tacoma International,GBP,90.0,0.19
N,471,7,N,Shanghai,RT,London (Heathrow),Heathrow,941,940.49,London,PVG,Shanghai (Shanghai Pudong),SHA,LHR,W,FEA,Shanghai Pudong,GBP,90.0,0.19
N,706,7,N,Singapore,RT,London (Heathrow),Heathrow,1411,1410.69,London,SIN,Singapore (Changi),SIN,LHR,W,FEA,Changi,GBP,100.0,0.14
N,479,7,N,St Kitts,RT,London (Gatwick),Gatwick,957,956.78,London,SKB,St Kitts,SKB,LGW,W,SOA,Robert L Bradshaw International,GBP,90.0,0.19
N,445,7,N,St Lucia,RT,London (Gatwick),Gatwick,889,888.48,London,UVF,St Lucia,SLU,LGW,W,SOA,St Lucia,GBP,90.0,0.2
N,1405,7,N,Sydney,RT,London (Heathrow),Heathrow,2809,2808.19,London,SYD,Sydney (Sydney Kingsford Smith),SYD,LHR,W,FEA,Sydney Kingsford Smith,GBP,150.0,0.11
N,425,7,Y,Tampa,RT,London (Gatwick),Gatwick,850,849.88,London,TPA,Tampa (Tampa International),TPA,LGW,W,NOA,Tampa International,GBP,90.0,0.21
N,444,7,N,Tobago,RT,London (Gatwick),Gatwick,888,887.98,London,TAB,Tobago,TAB,LGW,W,SOA,Tobago,GBP,90.0,0.2
N,757,7,N,Tokyo,RT,London (Heathrow),Heathrow,1513,1512.49,London,HND,Tokyo (Haneda),TYO,LHR,W,FEA,Haneda,GBP,100.0,0.13
N,377,7,N,Toronto,RT,London (Heathrow),Heathrow,753,752.49,London,YYZ,Toronto,YTO,LHR,W,NOA,Toronto,GBP,90.0,0.24
N,494,7,N,Vancouver,RT,London (Heathrow),Heathrow,987,986.89,London,YVR,Vancouver,YVR,LHR,W,NOA,Vancouver,GBP,90.0,0.18
N,97,7,Y,Aberdeen,RT,London (Heathrow),Heathrow,194,193.02,London,ABZ,Aberdeen,ABZ,LHR,C,EUK,Aberdeen,GBP,40.0,0.41
N,857,7,Y,Abu Dhabi,RT,London (Heathrow),Heathrow,1714,1713.59,London,AUH,Abu Dhabi,AUH,LHR,C,MDE,Abu Dhabi,GBP,140.0,0.16
N,1099,7,Y,Abuja,RT,London (Heathrow),Heathrow,2198,2197.59,London,ABV,Abuja,ABV,LHR,C,AFR,Abuja,GBP,140.0,0.13
N,897,7,N,Accra,RT,London (Gatwick),Gatwick,1793,1792.88,London,ACC,Accra,ACC,LGW,C,AFR,Accra,GBP,140.0,0.16
N,219,7,N,Agadir,RT,London (Gatwick),Gatwick,438,437.08,London,AGA,Agadir,AGA,LGW,C,AFR,Al Massira,GBP,80.0,0.37
N,248,7,N,Algiers,RT,London (Gatwick),Gatwick,495,494.58,London,ALG,Algiers,ALG,LGW,C,AFR,Algiers,GBP,80.0,0.32
N,145,7,N,Alicante,RT,London (Gatwick),Gatwick,289,288.18,London,ALC,Alicante,ALC,LGW,C,EUK,Alicante,GBP,40.0,0.28
N,448,7,Y,Amman,RT,London (Heathrow),Heathrow,896,895.99,London,AMM,Amman,AMM,LHR,C,MDE,Amman,GBP,80.0,0.18
N,115,7,N,Amsterdam,RT,London (Stansted),Stansted,230,229.97,London,AMS,Amsterdam,AMS,STN,C,EUK,Amsterdam,GBP,40.0,0.35
N,282,7,N,Antalya,RT,London (Gatwick),Gatwick,564,563.38,London,AYT,Antalya,AYT,LGW,C,EUK,Antalya,GBP,80.0,0.28
N,1059,7,N,Antigua,RT,London (Gatwick),Gatwick,2117,2116.78,London,ANU,Antigua,ANU,LGW,C,SOA,Antigua,GBP,140.0,0.13
N,1253,7,N,Aruba,RT,London (Gatwick),Gatwick,2505,2504.48,London,AUA,Aruba,AUA,LGW,C,SOA,Aruba,GBP,140.0,0.11
N,218,7,N,Athens,RT,London (Heathrow),Heathrow,435,434.79,London,ATH,Athens,ATH,LHR,C,EUK,Athens,GBP,80.0,0.37
N,974,7,N,Atlanta,RT,London (Heathrow),Heathrow,1948,1947.59,London,ATL,Atlanta (Hartsfield-Jackson Int),ATL,LHR,C,NOA,Hartsfield-Jackson Int,GBP,140.0,0.14
N,1299,7,N,Austin,RT,London (Heathrow),Heathrow,2598,2597.59,London,AUS,Austin,AUS,LHR,C,NOA,Austin-Bergstrom Intl,GBP,140.0,0.11
N,1517,7,N,Bahrain,RT,London (Heathrow),Heathrow,3033,3032.99,London,BAH,Bahrain,BAH,LHR,C,MDE,Bahrain,GBP,140.0,0.09
N,1562,7,N,Bangkok,RT,London (Gatwick),Gatwick,3123,3122.58,London,BKK,Bangkok,BKK,LGW,C,FEA,Bangkok,GBP,140.0,0.09
N,125,7,Y,Barcelona,RT,London (City Airport),City Airport,250,249.79,London,BCN,Barcelona,BCN,LCY,C,EUK,Barcelona,GBP,40.0,0.32
N,254,7,N,Bari,RT,London (Gatwick),Gatwick,507,506.88,London,BRI,Bari,BRI,LGW,C,EUK,Bari,GBP,40.0,0.16
N,95,7,Y,Basel,RT,London (Heathrow),Heathrow,189,188.59,London,BSL,Basel,BSL,LHR,C,EUK,Basel,GBP,40.0,0.42
N,986,7,N,Beijing,RT,London (Heathrow),Heathrow,1972,1971.49,London,PKX,Beijing (Beijing Daxing Intl),BJS,LHR,C,FEA,Beijing Daxing Intl,GBP,140.0,0.14
N,92,7,Y,Belfast,RT,London (Heathrow),Heathrow,184,183.16,London,BHD,Belfast (Belfast City Airport),BFS,LHR,C,EUK,Belfast City Airport,GBP,40.0,0.44
N,167,7,N,Belgrade,RT,London (Heathrow),Heathrow,333,332.99,London,BEG,Belgrade,BEG,LHR,C,EUK,Belgrade,GBP,40.0,0.24
N,348,7,N,Bergerac,RT,London (City Airport),City Airport,695,694.49,London,EGC,Bergerac,EGC,LCY,C,EUK,Bergerac,GBP,40.0,0.12
N,116,7,Y,Berlin,RT,London (Heathrow),Heathrow,232,231.09,London,BER,Berlin (Brandenburg),BER,LHR,C,EUK,Brandenburg,GBP,40.0,0.35
N,2131,7,N,Bermuda,RT,London (Heathrow),Heathrow,4261,4260.19,London,BDA,Bermuda,BDA,LHR,C,SOA,Bermuda,GBP,140.0,0.07
N,94,7,Y,Billund,RT,London (Heathrow),Heathrow,187,186.59,London,BLL,Billund,BLL,LHR,C,EUK,Billund,GBP,40.0,0.43
N,311,7,N,Bodrum,RT,London (Heathrow),Heathrow,621,620.09,London,BJV,Bodrum,BJV,LHR,C,EUK,Milas,GBP,80.0,0.26
N,108,7,Y,Bologna,RT,London (Heathrow),Heathrow,216,215.19,London,BLQ,Bologna,BLQ,LHR,C,EUK,Bologna,GBP,40.0,0.37
N,139,7,N,Bordeaux,RT,London (Gatwick),Gatwick,278,277.08,London,BOD,Bordeaux,BOD,LGW,C,EUK,Bordeaux,GBP,40.0,0.29
N,974,7,N,Boston,RT,London (Heathrow),Heathrow,1948,1947.59,London,BOS,Boston,BOS,LHR,C,NOA,Logan International,GBP,140.0,0.14
N,196,7,N,Brindisi,RT,London (Heathrow),Heathrow,391,390.69,London,BDS,Brindisi,BDS,LHR,C,EUK,Brindisi,GBP,40.0,0.2
N,102,7,Y,Brussels,RT,London (Heathrow),Heathrow,203,202.39,London,BRU,Brussels,BRU,LHR,C,EUK,Brussels,GBP,40.0,0.4
N,150,7,N,Bucharest,RT,London (Heathrow),Heathrow,299,298.19,London,OTP,Bucharest,BUH,LHR,C,EUK,Bucharest,GBP,80.0,0.54
N,142,7,Y,Budapest,RT,London (Heathrow),Heathrow,283,282.49,London,BUD,Budapest,BUD,LHR,C,EUK,Budapest,GBP,40.0,0.28
N,1635,7,N,Buenos Aires,RT,London (Heathrow),Heathrow,3269,3268.79,London,EZE,Buenos Aires,BUE,LHR,C,SOA,Buenos Aires,GBP,160.0,0.1
N,399,7,Y,Cairo,RT,London (Heathrow),Heathrow,797,796.89,London,CAI,Cairo,CAI,LHR,C,AFR,Cairo,GBP,80.0,0.2
N,1060,7,N,Cancun,RT,London (Gatwick),Gatwick,2119,2118.78,London,CUN,Cancun,CUN,LGW,C,SOA,Cancun International,GBP,140.0,0.13
N,1809,7,N,Cape Town,RT,London (Heathrow),Heathrow,3618,3617.69,London,CPT,Cape Town,CPT,LHR,C,AFR,Cape Town,GBP,160.0,0.09
N,256,7,N,Catania,RT,London (Gatwick),Gatwick,512,511.88,London,CTA,Catania,CTA,LGW,C,EUK,Catania,GBP,80.0,0.31
N,135,7,N,Chambery,RT,London (City Airport),City Airport,270,269.29,London,CMF,Chambery,CMF,LCY,C,EUK,Chambery,GBP,40.0,0.3
N,272,7,N,Chania,RT,London (Heathrow),Heathrow,544,543.19,London,CHQ,Chania,CHQ,LHR,C,EUK,Chania,GBP,80.0,0.29
N,1126,7,N,Chennai,RT,London (Heathrow),Heathrow,2251,2250.09,London,MAA,Chennai,MAA,LHR,C,SAS,Chennai,GBP,140.0,0.12
N,976,7,N,Chicago,RT,London (Heathrow),Heathrow,1952,1951.64,London,ORD,Chicago (O'Hare International),CHI,LHR,C,NOA,O'Hare International,GBP,140.0,0.14
N,1038,7,Y,Cincinnati,RT,London (Heathrow),Heathrow,2076,2075.59,London,CVG,Cincinnati (Cincinnati/N Kentucky International),CVG,LHR,C,NOA,Cincinnati/N Kentucky International,GBP,140.0,0.13
N,104,7,Y,Cologne,RT,London (Heathrow),Heathrow,208,207.39,London,CGN,Cologne (Cologne/Bonn),CGN,LHR,C,EUK,Cologne/Bonn,GBP,40.0,0.39
N,110,7,Y,Copenhagen,RT,London (Heathrow),Heathrow,220,219.09,London,CPH,Copenhagen,CPH,LHR,C,EUK,Copenhagen,GBP,40.0,0.37
N,237,7,N,Corfu,RT,London (Heathrow),Heathrow,473,472.69,London,CFU,Corfu,CFU,LHR,C,EUK,Ioannis Kapodistrias,GBP,80.0,0.34
N,241,7,N,Dalaman,RT,London (Gatwick),Gatwick,482,481.28,London,DLM,Dalaman,DLM,LGW,C,EUK,Dalaman,GBP,80.0,0.33
N,1164,7,N,Dallas,RT,London (Heathrow),Heathrow,2327,2326.59,London,DFW,Dallas (Dallas Ft Worth),DFW,LHR,C,NOA,Dallas Ft Worth,GBP,140.0,0.12
N,899,7,N,Denver,RT,London (Heathrow),Heathrow,1798,1797.59,London,DEN,Denver (Denver International),DEN,LHR,C,NOA,Denver International,GBP,140.0,0.16
N,749,7,Y,Doha,RT,London (Heathrow),Heathrow,1498,1497.39,London,DOH,Doha,DOH,LHR,C,MDE,Doha,GBP,140.0,0.19
N,926,7,Y,Dubai,RT,London (Heathrow),Heathrow,1851,1850.59,London,DXB,Dubai,DXB,LHR,C,MDE,Dubai,GBP,140.0,0.15
N,93,7,Y,Dublin,RT,London (City Airport),City Airport,186,185.19,London,DUB,Dublin,DUB,LCY,C,EUK,Dublin,GBP,40.0,0.43
N,190,7,N,Dubrovnik,RT,London (Gatwick),Gatwick,380,379.18,London,DBV,Dubrovnik,DBV,LGW,C,EUK,Dubrovnik,GBP,40.0,0.21
N,107,7,Y,Dusseldorf,RT,London (Heathrow),Heathrow,213,212.39,London,DUS,Dusseldorf,DUS,LHR,C,EUK,Dusseldorf,GBP,40.0,0.38
N,92,7,Y,Edinburgh,RT,London (Heathrow),Heathrow,183,182.41,London,EDI,Edinburgh,EDI,LHR,C,EUK,Edinburgh,GBP,40.0,0.44
N,184,7,N,Faro,RT,London (Heathrow),Heathrow,367,366.89,London,FAO,Faro,FAO,LHR,C,EUK,Faro,GBP,40.0,0.22
N,132,7,N,Florence,RT,London (City Airport),City Airport,263,262.68,London,FLR,Florence,FLR,LCY,C,EUK,Peretola,GBP,40.0,0.3
N,109,7,Y,Frankfurt,RT,London (Heathrow),Heathrow,218,217.59,London,FRA,Frankfurt,FRA,LHR,C,EUK,Frankfurt,GBP,40.0,0.37
N,221,7,N,Fuerteventura,RT,London (Gatwick),Gatwick,441,440.48,London,FUE,Fuerteventura,FUE,LGW,C,EUK,Fuerteventura,GBP,80.0,0.36
N,264,7,N,Funchal,RT,London (Gatwick),Gatwick,527,526.18,London,FNC,Funchal,FNC,LGW,C,EUK,Madeira,GBP,80.0,0.3
N,140,7,Y,Geneva,RT,London (City Airport),City Airport,279,278.39,London,GVA,Geneva,GVA,LCY,C,EUK,Geneva,GBP,40.0,0.29
N,1296,7,N,Georgetown,RT,London (Gatwick),Gatwick,2592,2591.48,London,GEO,Georgetown,GEO,LGW,C,SOA,Georgetown,GBP,140.0,0.11
N,171,7,Y,Gibraltar,RT,London (Heathrow),Heathrow,342,341.99,London,GIB,Gibraltar,GIB,LHR,C,EUK,Gibraltar,GBP,40.0,0.23
N,90,7,Y,Glasgow,RT,London (Heathrow),Heathrow,180,179.42,London,GLA,Glasgow,GLA,LHR,C,EUK,Glasgow,GBP,40.0,0.45
N,104,7,Y,Gothenburg,RT,London (Heathrow),Heathrow,208,207.99,London,GOT,Gothenburg,GOT,LHR,C,EUK,Gothenburg,GBP,40.0,0.38
N,260,7,N,Gran Canaria,RT,London (Gatwick),Gatwick,520,519.18,London,LPA,Gran Canaria,LPA,LGW,C,EUK,Gran Canaria,GBP,80.0,0.31
N,1128,7,Y,Grand Cayman,RT,London (Heathrow),Heathrow,2255,2254.59,London,GCM,Grand Cayman,GCM,LHR,C,SOA,Grand Cayman,GBP,140.0,0.12
N,1135,7,N,Grenada,RT,London (Gatwick),Gatwick,2269,2268.28,London,GND,Grenada,GND,LGW,C,SOA,Grenada,GBP,140.0,0.12
N,100,7,Y,Hamburg,RT,London (Heathrow),Heathrow,200,199.79,London,HAM,Hamburg,HAM,LHR,C,EUK,Hamburg,GBP,40.0,0.4
N,107,7,Y,Hannover,RT,London (Heathrow),Heathrow,213,212.19,London,HAJ,Hannover (Hannover),HAJ,LHR,C,EUK,Hannover,GBP,40.0,0.38
