proxy_price,rounded_lowest_each_way_price,number_of_nights,is_sales_fare,arr_city_name,trip_type,dep_lpf_city_airport_display,dep_airport_name,rounded_lowest_price,lowest_price,dep_city_name,arrival_airport,arr_lpf_city_airport_display,arrival_city,departure_airport,cabin,region_code,arr_airport_name,currency_code,tier_points,tier_points_per_pound
N,119,6,N,Hannover,RT,London (Heathrow),Heathrow,238,237.22,London,HAJ,Hannover (Hannover),HAJ,LHR,C,EUK,Hannover,GBP,40.0,0.34
N,119,4,N,Frankfurt,RT,London (Heathrow),Heathrow,238,237.62,London,FRA,Frankfurt,FRA,LHR,C,EUK,Frankfurt,GBP,40.0,0.34
N,119,3,N,Hannover,RT,London (Heathrow),Heathrow,238,237.22,London,HAJ,Hannover (Hannover),HAJ,LHR,C,EUK,Hannover,GBP,40.0,0.34
N,119,2,N,Hannover,RT,London (Heathrow),Heathrow,238,237.22,London,HAJ,Hannover (Hannover),HAJ,LHR,C,EUK,Hannover,GBP,40.0,0.34
N,117,7,N,Dusseldorf,RT,London (Heathrow),Heathrow,233,232.72,London,DUS,Dusseldorf,DUS,LHR,C,EUK,Dusseldorf,GBP,40.0,0.34
N,119,7,N,Frankfurt,RT,London (Heathrow),Heathrow,238,237.62,London,FRA,Frankfurt,FRA,LHR,C,EUK,Frankfurt,GBP,40.0,0.34
N,117,4,N,Dusseldorf,RT,London (Heathrow),Heathrow,233,232.72,London,DUS,Dusseldorf,DUS,LHR,C,EUK,Dusseldorf,GBP,40.0,0.34
N,119,4,N,Hannover,RT,London (Heathrow),Heathrow,238,237.22,London,HAJ,Hannover (Hannover),HAJ,LHR,C,EUK,Hannover,GBP,40.0,0.34
N,244,6,N,Malta,RT,London (Gatwick),Gatwick,487,486.88,London,MLA,Malta,MLA,LGW,C,EUK,Luqa International,GBP,80.0,0.33
N,122,1,N,Stockholm,RT,London (Heathrow),Heathrow,244,243.12,London,ARN,Stockholm (Arlanda),STO,LHR,C,EUK,Arlanda,GBP,40.0,0.33
N,124,6,N,Krakow,RT,London (Heathrow),Heathrow,247,246.12,London,KRK,Krakow,KRK,LHR,C,EUK,Krakow,GBP,40.0,0.33
N,246,6,N,Larnaca,RT,London (Gatwick),Gatwick,492,491.18,London,LCA,Larnaca,LCA,LGW,C,EUK,Larnaca,GBP,80.0,0.33
