proxy_price,rounded_lowest_each_way_price,number_of_nights,is_sales_fare,arr_city_name,trip_type,dep_lpf_city_airport_display,dep_airport_name,rounded_lowest_price,lowest_price,dep_city_name,arrival_airport,arr_lpf_city_airport_display,arrival_city,departure_airport,cabin,region_code,arr_airport_name,currency_code
N,94,7,N,Shannon,RT,London (Heathrow),Heathrow,188,187.54,London,SNN,Shannon,SNN,LHR,M,,Shannon,GBP
N,134,7,N,Sharm El Sheikh,RT,London (Gatwick),Gatwick,268,267.98,London,SSH,Sharm El Sheikh,SSH,LGW,M,AFR,Sharm El Sheikh Intl,GBP
N,317,7,N,Singapore,RT,London (Heathrow),Heathrow,633,632.99,London,SIN,Singapore (Changi),SIN,LHR,M,FEA,Changi,GBP
N,162,7,N,Skiathos,RT,London (City Airport),City Airport,323,322.49,London,JSI,Skiathos,JSI,LCY,M,EUK,Skiathos,GBP
N,45,7,N,Sofia,RT,London (Heathrow),Heathrow,90,89.49,London,SOF,Sofia,SOF,LHR,M,EUK,Sofia,GBP
N,73,7,N,Split,RT,London (Heathrow),Heathrow,145,144.69,London,SPU,Split,SPU,LHR,M,EUK,Split,GBP
N,249,7,N,St Kitts,RT,London (Gatwick),Gatwick,498,497.08,London,SKB,St Kitts,SKB,LGW,M,SOA,Robert L Bradshaw International,GBP
N,254,7,N,St Lucia,RT,London (Gatwick),Gatwick,507,506.18,London,UVF,St Lucia,SLU,LGW,M,SOA,St Lucia,GBP
N,39,7,N,Stockholm,RT,London (Heathrow),Heathrow,77,76.49,London,ARN,Stockholm (Arlanda),STO,LHR,M,EUK,Arlanda,GBP
N,47,7,N,Stuttgart,RT,London (Heathrow),Heathrow,93,92.39,London,STR,Stuttgart,STR,LHR,M,EUK,Stuttgart,GBP
N,569,7,N,Sydney,RT,London (Heathrow),Heathrow,1138,1137.69,London,SYD,Sydney (Sydney Kingsford Smith),SYD,LHR,M,FEA,Sydney Kingsford Smith,GBP
N,176,7,N,Tampa,RT,London (Gatwick),Gatwick,352,351.38,London,TPA,Tampa (Tampa International),TPA,LGW,M,NOA,Tampa International,GBP
N,169,7,N,Tel Aviv,RT,London (Heathrow),Heathrow,337,336.09,London,TLV,Tel Aviv,TLV,LHR,M,MDE,Tel Aviv,GBP
N,62,7,N,Tenerife,RT,London (Gatwick),Gatwick,123,122.18,London,TFS,Tenerife (Sur Reina Sofia),TCI,LGW,M,EUK,Sur Reina Sofia,GBP
N,65,7,N,Thessaloniki,RT,London (Gatwick),Gatwick,130,129.98,London,SKG,Thessaloniki,SKG,LGW,M,EUK,Thessaloniki,GBP
N,48,7,N,Tirana,RT,London (Heathrow),Heathrow,95,94.69,London,TIA,Tirana,TIA,LHR,M,EUK,Tirana,GBP
N,249,7,N,Tobago,RT,London (Gatwick),Gatwick,498,497.38,London,TAB,Tobago,TAB,LGW,M,SOA,Tobago,GBP
N,465,7,N,Tokyo,RT,London (Heathrow),Heathrow,929,928.59,London,HND,Tokyo (Haneda),TYO,LHR,M,FEA,Haneda,GBP
N,215,7,N,Toronto,RT,London (Heathrow),Heathrow,429,428.49,London,YYZ,Toronto,YTO,LHR,M,NOA,Toronto,GBP
N,40,7,N,Toulouse,RT,London (Heathrow),Heathrow,79,78.89,London,TLS,Toulouse,TLS,LHR,M,EUK,Toulouse,GBP
N,47,7,N,Tromso,RT,London (Heathrow),Heathrow,93,92.59,London,TOS,Tromso,TOS,LHR,M,EUK,Tromso,GBP
N,50,7,N,Turin,RT,London (Gatwick),Gatwick,100,99.08,London,TRN,Turin,TRN,LGW,M,EUK,Turin,GBP
N,46,7,N,Valencia,RT,London (Heathrow),Heathrow,92,91.29,London,VLC,Valencia,VLC,LHR,M,EUK,Valencia,GBP
N,280,7,N,Vancouver,RT,London (Gatwick),Gatwick,560,559.18,London,YVR,Vancouver,YVR,LGW,M,NOA,Vancouver,GBP
N,47,7,N,Venice,RT,London (Heathrow),Heathrow,93,92.69,London,VCE,Venice (Marco Polo),VCE,LHR,M,EUK,Marco Polo,GBP
N,39,7,N,Verona,RT,London (Gatwick),Gatwick,77,76.98,London,VRN,Verona,VRN,LGW,M,EUK,Valerio Catullo,GBP
N,55,7,N,Vienna,RT,London (Heathrow),Heathrow,109,108.89,London,VIE,Vienna,VIE,LHR,M,EUK,Vienna,GBP
N,40,7,N,Warsaw,RT,London (Heathrow),Heathrow,79,78.49,London,WAW,Warsaw,WAW,LHR,M,EUK,Warsaw,GBP
N,299,7,N,Washington DC,RT,London (Heathrow),Heathrow,598,597.09,London,IAD,Washington DC (Dulles International),WAS,LHR,M,NOA,Dulles International,GBP
N,48,7,N,Zagreb,RT,London (Heathrow),Heathrow,95,94.49,London,ZAG,Zagreb,ZAG,LHR,M,EUK,Zagreb,GBP
N,98,7,N,Zakynthos Island,RT,London (Heathrow),Heathrow,195,194.49,London,ZTH,Zakynthos Island,ZTH,LHR,M,EUK,Zakynthos Island,GBP
N,42,7,N,Zurich,RT,London (Heathrow),Heathrow,83,82.39,London,ZRH,Zurich,ZRH,LHR,M,EUK,Zurich,GBP
N,430,7,N,Abu Dhabi,RT,London (Heathrow),Heathrow,859,858.79,London,AUH,Abu Dhabi,AUH,LHR,W,MDE,Abu Dhabi,GBP
N,558,7,N,Abuja,RT,London (Heathrow),Heathrow,1115,1114.59,London,ABV,Abuja,ABV,LHR,W,AFR,Abuja,GBP
N,396,7,N,Accra,RT,London (Gatwick),Gatwick,792,791.08,London,ACC,Accra,ACC,LGW,W,AFR,Accra,GBP
N,479,7,N,Antigua,RT,London (Gatwick),Gatwick,957,956.18,London,ANU,Antigua,ANU,LGW,W,SOA,Antigua,GBP
N,479,7,N,Aruba,RT,London (Gatwick),Gatwick,957,956.88,London,AUA,Aruba,AUA,LGW,W,SOA,Aruba,GBP
N,528,7,N,Atlanta,RT,London (Heathrow),Heathrow,1056,1055.09,London,ATL,Atlanta (Hartsfield-Jackson Int),ATL,LHR,W,NOA,Hartsfield-Jackson Int,GBP
N,436,7,N,Austin,RT,London (Heathrow),Heathrow,871,870.09,London,AUS,Austin,AUS,LHR,W,NOA,Austin-Bergstrom Intl,GBP
N,451,7,N,Bahrain,RT,London (Heathrow),Heathrow,902,901.19,London,BAH,Bahrain,BAH,LHR,W,MDE,Bahrain,GBP
Y,665,7,N,Bangkok,RT,London (Gatwick),Gatwick,1330,1329.58,London,BKK,Bangkok,BKK,LGW,W,FEA,Bangkok,GBP
N,420,7,N,Beijing,RT,London (Heathrow),Heathrow,840,839.49,London,PKX,Beijing (Beijing Daxing Intl),BJS,LHR,W,FEA,Beijing Daxing Intl,GBP
N,499,7,N,Bengaluru,RT,London (Heathrow),Heathrow,997,996.79,London,BLR,Bengaluru,BLR,LHR,W,SAS,Bangalore,GBP
N,633,7,N,Bermuda,RT,London (Heathrow),Heathrow,1266,1265.19,London,BDA,Bermuda,BDA,LHR,W,SOA,Bermuda,GBP
N,445,7,N,Boston,RT,London (Heathrow),Heathrow,890,889.09,London,BOS,Boston,BOS,LHR,W,NOA,Logan International,GBP
N,554,7,N,Bridgetown (Barbados),RT,London (Heathrow),Heathrow,1107,1106.89,London,BGI,Bridgetown (Barbados),BGI,LHR,W,SOA,Bridgetown,GBP
N,664,7,N,Buenos Aires,RT,London (Heathrow),Heathrow,1328,1327.19,London,EZE,Buenos Aires,BUE,LHR,W,SOA,Buenos Aires,GBP
N,450,7,N,Cancun,RT,London (Gatwick),Gatwick,899,898.58,London,CUN,Cancun,CUN,LGW,W,SOA,Cancun International,GBP
N,819,7,N,Cape Town,RT,London (Heathrow),Heathrow,1638,1637.69,London,CPT,Cape Town,CPT,LHR,W,AFR,Cape Town,GBP
N,511,7,N,Chennai,RT,London (Heathrow),Heathrow,1022,1021.29,London,MAA,Chennai,MAA,LHR,W,SAS,Chennai,GBP
N,456,7,N,Chicago,RT,London (Heathrow),Heathrow,911,910.09,London,ORD,Chicago (O'Hare International),CHI,LHR,W,NOA,O'Hare International,GBP
N,499,7,N,Cincinnati,RT,London (Heathrow),Heathrow,998,997.09,London,CVG,Cincinnati (Cincinnati/N Kentucky International),CVG,LHR,W,NOA,Cincinnati/N Kentucky International,GBP
N,620,7,N,Dallas,RT,London (Heathrow),Heathrow,1239,1238.09,London,DFW,Dallas (Dallas Ft Worth),DFW,LHR,W,NOA,Dallas Ft Worth,GBP
N,433,7,N,Denver,RT,London (Heathrow),Heathrow,866,865.09,London,DEN,Denver (Denver International),DEN,LHR,W,NOA,Denver International,GBP
N,383,7,N,Doha,RT,London (Heathrow),Heathrow,766,765.19,London,DOH,Doha,DOH,LHR,W,MDE,Doha,GBP
N,430,7,N,Dubai,RT,London (Heathrow),Heathrow,859,858.79,London,DXB,Dubai,DXB,LHR,W,MDE,Dubai,GBP
N,504,7,N,Georgetown,RT,London (Gatwick),Gatwick,1007,1006.88,London,GEO,Georgetown,GEO,LGW,W,SOA,Georgetown,GBP
N,604,7,N,Grand Cayman,RT,London (Heathrow),Heathrow,1207,1206.29,London,GCM,Grand Cayman,GCM,LHR,W,SOA,Grand Cayman,GBP
N,484,7,N,Grenada,RT,London (Gatwick),Gatwick,968,967.68,London,GND,Grenada,GND,LGW,W,SOA,Grenada,GBP
N,587,7,N,Hong Kong,RT,London (Heathrow),Heathrow,1173,1172.79,London,HKG,Hong Kong,HKG,LHR,W,FEA,Hong Kong,GBP
N,552,7,N,Houston,RT,London (Heathrow),Heathrow,1103,1102.09,London,IAH,Houston (George Bush Intercont),HOU,LHR,W,NOA,George Bush Intercont,GBP
N,475,7,N,Hyderabad,RT,London (Heathrow),Heathrow,950,949.79,London,HYD,Hyderabad,HYD,LHR,W,SAS,Rajiv Gandhi Intl,GBP
Y,533,7,N,Islamabad,RT,London (Gatwick),Gatwick,1066,1065.68,London,ISB,Islamabad,ISB,LGW,W,SAS,Islamabad,GBP
N,434,7,N,Jeddah,RT,London (Heathrow),Heathrow,868,867.59,London,JED,Jeddah,JED,LHR,W,MDE,King Abdul Aziz International,GBP
N,706,7,N,Johannesburg,RT,London (Heathrow),Heathrow,1411,1410.69,London,JNB,Johannesburg,JNB,LHR,W,AFR,Johannesburg,GBP
N,519,7,N,Kingston,RT,London (Gatwick),Gatwick,1038,1037.28,London,KIN,Kingston,KIN,LGW,W,SOA,Kingston,GBP
N,572,7,N,Kuala Lumpur,RT,London (Heathrow),Heathrow,1143,1142.29,London,KUL,Kuala Lumpur,KUL,LHR,W,FEA,Kuala Lumpur,GBP
N,390,7,N,Kuwait,RT,London (Heathrow),Heathrow,779,778.49,London,KWI,Kuwait,KWI,LHR,W,MDE,Kuwait,GBP
N,591,7,N,Lagos,RT,London (Heathrow),Heathrow,1182,1181.59,London,LOS,Lagos,LOS,LHR,W,AFR,Lagos,GBP
N,589,7,N,Las Vegas,RT,London (Gatwick),Gatwick,1177,1176.38,London,LAS,Las Vegas (Harry Reid Intl),LAS,LGW,W,NOA,Harry Reid Intl,GBP
N,420,7,N,Los Angeles,RT,London (Heathrow),Heathrow,840,839.09,London,LAX,Los Angeles (Los Angeles International),LAX,LHR,W,NOA,Los Angeles International,GBP
N,502,7,N,Male,RT,London (Heathrow),Heathrow,1004,1003.09,London,MLE,Male (Male International),MLE,LHR,W,SAS,Male International,GBP
Y,749,7,N,Mauritius,RT,London (Gatwick),Gatwick,1498,1497.28,London,MRU,Mauritius,MRU,LGW,W,AFR,Mauritius,GBP
N,519,7,N,Mexico City,RT,London (Heathrow),Heathrow,1038,1037.79,London,MEX,Mexico City (Mexico),MEX,LHR,W,SOA,Mexico,GBP
N,470,7,N,Miami,RT,London (Heathrow),Heathrow,940,939.09,London,MIA,Miami (Miami International),MIA,LHR,W,NOA,Miami International,GBP
N,465,7,N,Montreal,RT,London (Heathrow),Heathrow,929,928.99,London,YUL,Montreal,YMQ,LHR,W,NOA,Montreal,GBP
N,425,7,N,Mumbai,RT,London (Heathrow),Heathrow,850,849.49,London,BOM,Mumbai,BOM,LHR,W,SAS,Chhatrapati Shivaji Maharaj Intl,GBP
N,611,7,N,Nairobi,RT,London (Heathrow),Heathrow,1222,1221.09,London,NBO,Nairobi,NBO,LHR,W,AFR,Nairobi,GBP
N,485,7,N,Nashville,RT,London (Heathrow),Heathrow,969,968.09,London,BNA,Nashville,BNA,LHR,W,NOA,Nashville International,GBP
N,573,7,N,Nassau,RT,London (Heathrow),Heathrow,1146,1145.99,London,NAS,Nassau,NAS,LHR,W,SOA,Nassau,GBP
N,411,7,N,New Delhi,RT,London (Heathrow),Heathrow,821,820.99,London,DEL,New Delhi,DEL,LHR,W,SAS,Indira Gandhi Intl,GBP
N,470,7,N,New Orleans,RT,London (Heathrow),Heathrow,939,938.09,London,MSY,New Orleans,MSY,LHR,W,NOA,Louis Armstrong International,GBP
N,363,7,N,New York,RT,London (Heathrow),Heathrow,726,725.09,London,JFK,New York (John F Kennedy),NYC,LHR,W,NOA,John F Kennedy,GBP
N,481,7,N,Orlando,RT,London (Gatwick),Gatwick,961,960.38,London,MCO,Orlando,ORL,LGW,W,NOA,Orlando International,GBP
N,450,7,N,Philadelphia,RT,London (Heathrow),Heathrow,900,899.09,London,PHL,Philadelphia,PHL,LHR,W,NOA,Philadelphia International,GBP
N,550,7,N,Phoenix,RT,London (Heathrow),Heathrow,1099,1098.09,London,PHX,Phoenix (Sky Harbor International),PHX,LHR,W,NOA,Sky Harbor International,GBP
N,480,7,N,Pittsburgh,RT,London (Heathrow),Heathrow,959,958.09,London,PIT,Pittsburgh,PIT,LHR,W,NOA,Pittsburgh International,GBP
N,469,7,N,Port of Spain,RT,London (Gatwick),Gatwick,937,936.38,London,POS,Port of Spain,POS,LGW,W,SOA,Port of Spain,GBP
N,506,7,N,Portland,RT,London (Heathrow),Heathrow,1011,1010.09,London,PDX,Portland,PDX,LHR,W,NOA,Portland International,GBP
N,599,7,N,Providenciales,RT,London (Heathrow),Heathrow,1197,1196.49,London,PLS,Providenciales,PLS,LHR,W,SOA,Providenciales,GBP
N,527,7,N,Punta Cana,RT,London (Gatwick),Gatwick,1053,1052.08,London,PUJ,Punta Cana,PUJ,LGW,W,SOA,Punta Cana,GBP
N,651,7,N,Rio de Janeiro,RT,London (Heathrow),Heathrow,1302,1301.69,London,GIG,Rio de Janeiro (Rio de Janeiro Intl),RIO,LHR,W,SOA,Rio de Janeiro Intl,GBP
N,571,7,N,Riyadh,RT,London (Heathrow),Heathrow,1141,1140.59,London,RUH,Riyadh,RUH,LHR,W,MDE,King Khalid International,GBP
N,502,7,N,San Diego,RT,London (Heathrow),Heathrow,1004,1003.39,London,SAN,San Diego,SAN,LHR,W,NOA,San Diego International,GBP
N,396,7,N,San Francisco,RT,London (Heathrow),Heathrow,791,790.09,London,SFO,San Francisco,SFO,LHR,W,NOA,San Francisco International,GBP
N,613,7,N,San Jose (Costa Rica),RT,London (Gatwick),Gatwick,1226,1225.18,London,SJO,San Jose (Costa Rica),SJO,LGW,W,SOA,San Jose,GBP
Y,739,7,N,Santiago,RT,London (Heathrow),Heathrow,1478,1477.99,London,SCL,Santiago,SCL,LHR,W,SOA,Santiago,GBP
N,591,7,N,Sao Paulo,RT,London (Heathrow),Heathrow,1182,1181.59,London,GRU,Sao Paulo (Guarulhos Intl),SAO,LHR,W,SOA,Guarulhos Intl,GBP
N,446,7,N,Seattle,RT,London (Heathrow),Heathrow,892,891.09,London,SEA,Seattle (Seattle-Tacoma International),SEA,LHR,W,NOA,Seattle-Tacoma International,GBP
N,523,7,N,Shanghai,RT,London (Heathrow),Heathrow,1045,1044.49,London,PVG,Shanghai (Shanghai Pudong),SHA,LHR,W,FEA,Shanghai Pudong,GBP
N,568,7,N,Singapore,RT,London (Heathrow),Heathrow,1136,1135.39,London,SIN,Singapore (Changi),SIN,LHR,W,FEA,Changi,GBP
N,479,7,N,St Kitts,RT,London (Gatwick),Gatwick,958,957.08,London,SKB,St Kitts,SKB,LGW,W,SOA,Robert L Bradshaw International,GBP
N,484,7,N,St Lucia,RT,London (Gatwick),Gatwick,967,966.18,London,UVF,St Lucia,SLU,LGW,W,SOA,St Lucia,GBP
N,1405,7,N,Sydney,RT,London (Heathrow),Heathrow,2809,2808.69,London,SYD,Sydney (Sydney Kingsford Smith),SYD,LHR,W,FEA,Sydney Kingsford Smith,GBP
N,481,7,N,Tampa,RT,London (Gatwick),Gatwick,961,960.38,London,TPA,Tampa (Tampa International),TPA,LGW,W,NOA,Tampa International,GBP
N,479,7,N,Tobago,RT,London (Gatwick),Gatwick,958,957.38,London,TAB,Tobago,TAB,LGW,W,SOA,Tobago,GBP
N,757,7,N,Tokyo,RT,London (Heathrow),Heathrow,1513,1512.59,London,HND,Tokyo (Haneda),TYO,LHR,W,FEA,Haneda,GBP
N,418,7,N,Toronto,RT,London (Heathrow),Heathrow,835,834.49,London,YYZ,Toronto,YTO,LHR,W,NOA,Toronto,GBP
N,494,7,N,Vancouver,RT,London (Heathrow),Heathrow,987,986.89,London,YVR,Vancouver,YVR,LHR,W,NOA,Vancouver,GBP
N,532,7,N,Washington DC,RT,London (Heathrow),Heathrow,1064,1063.09,London,IAD,Washington DC (Dulles International),WAS,LHR,W,NOA,Dulles International,GBP
N,104,7,N,Aberdeen,RT,London (Heathrow),Heathrow,207,206.02,London,ABZ,Aberdeen,ABZ,LHR,C,EUK,Aberdeen,GBP
N,948,7,N,Abu Dhabi,RT,London (Heathrow),Heathrow,1896,1895.89,London,AUH,Abu Dhabi,AUH,LHR,C,MDE,Abu Dhabi,GBP
N,1226,7,N,Abuja,RT,London (Heathrow),Heathrow,2452,2451.59,London,ABV,Abuja,ABV,LHR,C,AFR,Abuja,GBP
N,985,7,N,Accra,RT,London (Gatwick),Gatwick,1970,1969.28,London,ACC,Accra,ACC,LGW,C,AFR,Accra,GBP
N,219,7,N,Agadir,RT,London (Gatwick),Gatwick,438,437.58,London,AGA,Agadir,AGA,LGW,C,AFR,Al Massira,GBP
N,267,7,N,Algiers,RT,London (Gatwick),Gatwick,533,532.68,London,ALG,Algiers,ALG,LGW,C,AFR,Algiers,GBP
N,145,7,N,Alicante,RT,London (Gatwick),Gatwick,289,288.18,London,ALC,Alicante,ALC,LGW,C,EUK,Alicante,GBP
N,475,7,N,Amman,RT,London (Heathrow),Heathrow,949,948.59,London,AMM,Amman,AMM,LHR,C,MDE,Amman,GBP
N,135,7,N,Amsterdam,RT,London (Heathrow),Heathrow,269,268.69,London,AMS,Amsterdam,AMS,LHR,C,EUK,Amsterdam,GBP
N,282,7,N,Antalya,RT,London (Gatwick),Gatwick,564,563.38,London,AYT,Antalya,AYT,LGW,C,EUK,Antalya,GBP
N,1059,7,N,Antigua,RT,London (Gatwick),Gatwick,2118,2117.18,London,ANU,Antigua,ANU,LGW,C,SOA,Antigua,GBP
N,1253,7,N,Aruba,RT,London (Gatwick),Gatwick,2505,2504.88,London,AUA,Aruba,AUA,LGW,C,SOA,Aruba,GBP
N,221,7,N,Athens,RT,London (Heathrow),Heathrow,442,441.99,London,ATH,Athens,ATH,LHR,C,EUK,Athens,GBP
N,1025,7,N,Atlanta,RT,London (Heathrow),Heathrow,2049,2048.09,London,ATL,Atlanta (Hartsfield-Jackson Int),ATL,LHR,C,NOA,Hartsfield-Jackson Int,GBP
N,1300,7,N,Austin,RT,London (Heathrow),Heathrow,2599,2598.09,London,AUS,Austin,AUS,LHR,C,NOA,Austin-Bergstrom Intl,GBP
N,1517,7,N,Bahrain,RT,London (Heathrow),Heathrow,3034,3033.19,London,BAH,Bahrain,BAH,LHR,C,MDE,Bahrain,GBP
N,1562,7,N,Bangkok,RT,London (Gatwick),Gatwick,3123,3122.58,London,BKK,Bangkok,BKK,LGW,C,FEA,Bangkok,GBP
N,145,7,N,Barcelona,RT,London (City Airport),City Airport,290,289.89,London,BCN,Barcelona,BCN,LCY,C,EUK,Barcelona,GBP
N,254,7,N,Bari,RT,London (Gatwick),Gatwick,507,506.98,London,BRI,Bari,BRI,LGW,C,EUK,Bari,GBP
N,100,7,N,Basel,RT,London (Heathrow),Heathrow,199,198.59,London,BSL,Basel,BSL,LHR,C,EUK,Basel,GBP
N,986,7,N,Beijing,RT,London (Heathrow),Heathrow,1972,1971.49,London,PKX,Beijing (Beijing Daxing Intl),BJS,LHR,C,FEA,Beijing Daxing Intl,GBP
N,98,7,N,Belfast,RT,London (Heathrow),Heathrow,196,195.16,London,BHD,Belfast (Belfast City Airport),BFS,LHR,C,EUK,Belfast City Airport,GBP
N,208,7,N,Belgrade,RT,London (Heathrow),Heathrow,415,414.09,London,BEG,Belgrade,BEG,LHR,C,EUK,Belgrade,GBP
N,1150,7,N,Bengaluru,RT,London (Heathrow),Heathrow,2299,2298.79,London,BLR,Bengaluru,BLR,LHR,C,SAS,Bangalore,GBP
N,283,7,N,Bergerac,RT,London (City Airport),City Airport,565,564.79,London,EGC,Bergerac,EGC,LCY,C,EUK,Bergerac,GBP
N,125,7,N,Berlin,RT,London (Heathrow),Heathrow,250,249.39,London,BER,Berlin (Brandenburg),BER,LHR,C,EUK,Brandenburg,GBP
N,2131,7,N,Bermuda,RT,London (Heathrow),Heathrow,4262,4261.19,London,BDA,Bermuda,BDA,LHR,C,SOA,Bermuda,GBP
N,101,7,N,Billund,RT,London (Heathrow),Heathrow,201,200.69,London,BLL,Billund,BLL,LHR,C,EUK,Billund,GBP
N,311,7,N,Bodrum,RT,London (Heathrow),Heathrow,621,620.09,London,BJV,Bodrum,BJV,LHR,C,EUK,Milas,GBP
N,117,7,N,Bologna,RT,London (Heathrow),Heathrow,233,232.29,London,BLQ,Bologna,BLQ,LHR,C,EUK,Bologna,GBP
N,139,7,N,Bordeaux,RT,London (Gatwick),Gatwick,278,277.28,London,BOD,Bordeaux,BOD,LGW,C,EUK,Bordeaux,GBP
N,1025,7,N,Boston,RT,London (Heathrow),Heathrow,2049,2048.09,London,BOS,Boston,BOS,LHR,C,NOA,Logan International,GBP
N,1006,7,N,Bridgetown (Barbados),RT,London (Heathrow),Heathrow,2012,2011.89,London,BGI,Bridgetown (Barbados),BGI,LHR,C,SOA,Bridgetown,GBP
N,240,7,N,Brindisi,RT,London (Heathrow),Heathrow,480,479.79,London,BDS,Brindisi,BDS,LHR,C,EUK,Brindisi,GBP
N,109,7,N,Brussels,RT,London (Heathrow),Heathrow,217,216.79,London,BRU,Brussels,BRU,LHR,C,EUK,Brussels,GBP
N,151,7,N,Bucharest,RT,London (Heathrow),Heathrow,302,301.89,London,OTP,Bucharest,BUH,LHR,C,EUK,Bucharest,GBP
N,153,7,N,Budapest,RT,London (Heathrow),Heathrow,306,305.69,London,BUD,Budapest,BUD,LHR,C,EUK,Budapest,GBP
N,1635,7,N,Buenos Aires,RT,London (Heathrow),Heathrow,3270,3269.19,London,EZE,Buenos Aires,BUE,LHR,C,SOA,Buenos Aires,GBP
N,424,7,N,Cairo,RT,London (Heathrow),Heathrow,847,846.09,London,CAI,Cairo,CAI,LHR,C,AFR,Cairo,GBP
N,1060,7,N,Cancun,RT,London (Gatwick),Gatwick,2120,2119.58,London,CUN,Cancun,CUN,LGW,C,SOA,Cancun International,GBP
N,1798,7,N,Cape Town,RT,London (Heathrow),Heathrow,3596,3595.69,London,CPT,Cape Town,CPT,LHR,C,AFR,Cape Town,GBP
N,256,7,N,Catania,RT,London (Gatwick),Gatwick,512,511.98,London,CTA,Catania,CTA,LGW,C,EUK,Catania,GBP
N,153,7,N,Chambery,RT,London (City Airport),City Airport,305,304.69,London,CMF,Chambery,CMF,LCY,C,EUK,Chambery,GBP
N,270,7,N,Chania,RT,London (Heathrow),Heathrow,540,539.19,London,CHQ,Chania,CHQ,LHR,C,EUK,Chania,GBP
N,1273,7,N,Chennai,RT,London (Heathrow),Heathrow,2545,2544.29,London,MAA,Chennai,MAA,LHR,C,SAS,Chennai,GBP
N,1192,7,N,Chicago,RT,London (Heathrow),Heathrow,2384,2383.09,London,ORD,Chicago (O'Hare International),CHI,LHR,C,NOA,O'Hare International,GBP
N,1139,7,N,Cincinnati,RT,London (Heathrow),Heathrow,2278,2277.09,London,CVG,Cincinnati (Cincinnati/N Kentucky International),CVG,LHR,C,NOA,Cincinnati/N Kentucky International,GBP
N,110,7,N,Cologne,RT,London (Heathrow),Heathrow,220,219.69,London,CGN,Cologne (Cologne/Bonn),CGN,LHR,C,EUK,Cologne/Bonn,GBP
N,118,7,N,Copenhagen,RT,London (Heathrow),Heathrow,235,234.29,London,CPH,Copenhagen,CPH,LHR,C,EUK,Copenhagen,GBP
N,238,7,N,Corfu,RT,London (Gatwick),Gatwick,476,475.68,London,CFU,Corfu,CFU,LGW,C,EUK,Ioannis Kapodistrias,GBP
N,161,7,N,Corsica,RT,London (Heathrow),Heathrow,321,320.09,London,FSC,Corsica,FSC,LHR,C,EUK,Figari,GBP
N,313,7,N,Crete,RT,London (Heathrow),Heathrow,626,625.49,London,HER,Crete,HER,LHR,C,EUK,Heraklion,GBP
N,241,7,N,Dalaman,RT,London (Gatwick),Gatwick,482,481.38,London,DLM,Dalaman,DLM,LGW,C,EUK,Dalaman,GBP
N,1214,7,N,Dallas,RT,London (Heathrow),Heathrow,2428,2427.09,London,DFW,Dallas (Dallas Ft Worth),DFW,LHR,C,NOA,Dallas Ft Worth,GBP
N,950,7,N,Denver,RT,London (Heathrow),Heathrow,1899,1898.09,London,DEN,Denver (Denver International),DEN,LHR,C,NOA,Denver International,GBP
N,1360,7,N,Doha,RT,London (Heathrow),Heathrow,2720,2719.59,London,DOH,Doha,DOH,LHR,C,MDE,Doha,GBP
N,1021,7,N,Dubai,RT,London (Heathrow),Heathrow,2041,2040.99,London,DXB,Dubai,DXB,LHR,C,MDE,Dubai,GBP
N,102,7,N,Dublin,RT,London (Heathrow),Heathrow,204,203.14,London,DUB,Dublin,DUB,LHR,C,EUK,Dublin,GBP
N,197,7,N,Dubrovnik,RT,London (Gatwick),Gatwick,394,393.28,London,DBV,Dubrovnik,DBV,LGW,C,EUK,Dubrovnik,GBP
N,114,7,N,Dusseldorf,RT,London (Heathrow),Heathrow,228,227.69,London,DUS,Dusseldorf,DUS,LHR,C,EUK,Dusseldorf,GBP
N,99,7,N,Edinburgh,RT,London (Heathrow),Heathrow,198,197.41,London,EDI,Edinburgh,EDI,LHR,C,EUK,Edinburgh,GBP
N,182,7,N,Faro,RT,London (Heathrow),Heathrow,364,363.09,London,FAO,Faro,FAO,LHR,C,EUK,Faro,GBP
Y,157,7,N,Florence,RT,London (Stansted),Stansted,313,312.66,London,FLR,Florence,FLR,STN,C,EUK,Peretola,GBP
N,116,7,N,Frankfurt,RT,London (Heathrow),Heathrow,232,231.09,London,FRA,Frankfurt,FRA,LHR,C,EUK,Frankfurt,GBP
N,221,7,N,Fuerteventura,RT,London (Gatwick),Gatwick,441,440.48,London,FUE,Fuerteventura,FUE,LGW,C,EUK,Fuerteventura,GBP
N,264,7,N,Funchal,RT,London (Gatwick),Gatwick,527,526.48,London,FNC,Funchal,FNC,LGW,C,EUK,Madeira,GBP
N,152,7,N,Geneva,RT,London (Heathrow),Heathrow,303,302.69,London,GVA,Geneva,GVA,LHR,C,EUK,Geneva,GBP
N,1142,7,N,Georgetown,RT,London (Gatwick),Gatwick,2284,2283.88,London,GEO,Georgetown,GEO,LGW,C,SOA,Georgetown,GBP
N,184,7,N,Gibraltar,RT,London (Heathrow),Heathrow,367,366.99,London,GIB,Gibraltar,GIB,LHR,C,EUK,Gibraltar,GBP
N,95,7,N,Glasgow,RT,London (Heathrow),Heathrow,189,188.42,London,GLA,Glasgow,GLA,LHR,C,EUK,Glasgow,GBP
N,113,7,N,Gothenburg,RT,London (Heathrow),Heathrow,226,225.19,London,GOT,Gothenburg,GOT,LHR,C,EUK,Gothenburg,GBP
