proxy_price,rounded_lowest_each_way_price,number_of_nights,is_sales_fare,arr_city_name,trip_type,dep_lpf_city_airport_display,dep_airport_name,rounded_lowest_price,lowest_price,dep_city_name,arrival_airport,arr_lpf_city_airport_display,arrival_city,departure_airport,cabin,region_code,arr_airport_name,currency_code
N,260,7,N,Gran Canaria,RT,London (Gatwick),Gatwick,520,519.18,London,LPA,Gran Canaria,LPA,LGW,C,EUK,Gran Canaria,GBP
N,1207,7,N,Grand Cayman,RT,London (Heathrow),Heathrow,2414,2413.29,London,GCM,Grand Cayman,GCM,LHR,C,SOA,Grand Cayman,GBP
N,1135,7,N,Grenada,RT,London (Gatwick),Gatwick,2269,2268.68,London,GND,Grenada,GND,LGW,C,SOA,Grenada,GBP
N,108,7,N,Hamburg,RT,London (Heathrow),Heathrow,215,214.09,London,HAM,Hamburg,HAM,LHR,C,EUK,Hamburg,GBP
N,113,7,N,Hannover,RT,London (Heathrow),Heathrow,226,225.89,London,HAJ,Hannover (Hannover),HAJ,LHR,C,EUK,Hannover,GBP
N,368,7,N,Helsinki,RT,London (Heathrow),Heathrow,735,734.09,London,HEL,Helsinki,HEL,LHR,C,EUK,Helsinki,GBP
N,1527,7,N,Hong Kong,RT,London (Heathrow),Heathrow,3053,3052.69,London,HKG,Hong Kong,HKG,LHR,C,FEA,Hong Kong,GBP
N,1464,7,N,Houston,RT,London (Heathrow),Heathrow,2928,2927.09,London,IAH,Houston (George Bush Intercont),HOU,LHR,C,NOA,George Bush Intercont,GBP
N,1150,7,N,Hyderabad,RT,London (Heathrow),Heathrow,2299,2298.79,London,HYD,Hyderabad,HYD,LHR,C,SAS,Rajiv Gandhi Intl,GBP
Y,134,7,N,Ibiza,RT,London (Stansted),Stansted,268,267.76,London,IBZ,Ibiza,IBZ,STN,C,EUK,Ibiza,GBP
N,156,7,N,Innsbruck,RT,London (Heathrow),Heathrow,311,310.89,London,INN,Innsbruck (Kranebitten),INN,LHR,C,EUK,Kranebitten,GBP
N,107,7,N,Inverness,RT,London (Heathrow),Heathrow,214,213.18,London,INV,Inverness,INV,LHR,C,EUK,Inverness,GBP
Y,1047,7,N,Islamabad,RT,London (Heathrow),Heathrow,2094,2093.49,London,ISB,Islamabad,ISB,LHR,C,SAS,Islamabad,GBP
N,211,7,N,Istanbul,RT,London (Heathrow),Heathrow,421,420.09,London,SAW,Istanbul (Sabiha Gokcen International),IST,LHR,C,EUK,Sabiha Gokcen International,GBP
N,294,7,N,Izmir,RT,London (Heathrow),Heathrow,587,586.09,London,ADB,Izmir (Adnan Menderes),IZM,LHR,C,EUK,Adnan Menderes,GBP
N,1196,7,N,Jeddah,RT,London (Heathrow),Heathrow,2392,2391.59,London,JED,Jeddah,JED,LHR,C,MDE,King Abdul Aziz International,GBP
N,115,7,N,Jersey,RT,London (Heathrow),Heathrow,230,229.38,London,JER,Jersey,JER,LHR,C,EUK,Jersey,GBP
N,1724,7,N,Johannesburg,RT,London (Heathrow),Heathrow,3448,3447.69,London,JNB,Johannesburg,JNB,LHR,C,AFR,Johannesburg,GBP
N,256,7,N,Kalamata,RT,London (Heathrow),Heathrow,511,510.49,London,KLX,Kalamata,KLX,LHR,C,EUK,Kalamata,GBP
N,253,7,N,Kefalonia,RT,London (Heathrow),Heathrow,506,505.79,London,EFL,Kefalonia,EFL,LHR,C,EUK,Kefalonia,GBP
N,994,7,N,Kingston,RT,London (Gatwick),Gatwick,1988,1987.28,London,KIN,Kingston,KIN,LGW,C,SOA,Kingston,GBP
N,267,7,N,Kos,RT,London (Gatwick),Gatwick,533,532.88,London,KGS,Kos,KGS,LGW,C,EUK,Kos,GBP
N,124,7,N,Krakow,RT,London (Heathrow),Heathrow,247,246.09,London,KRK,Krakow,KRK,LHR,C,EUK,Krakow,GBP
N,1437,7,N,Kuala Lumpur,RT,London (Heathrow),Heathrow,2874,2873.99,London,KUL,Kuala Lumpur,KUL,LHR,C,FEA,Kuala Lumpur,GBP
N,1582,7,N,Kuwait,RT,London (Heathrow),Heathrow,3163,3162.49,London,KWI,Kuwait,KWI,LHR,C,MDE,Kuwait,GBP
N,1226,7,N,Lagos,RT,London (Heathrow),Heathrow,2452,2451.59,London,LOS,Lagos,LOS,LHR,C,AFR,Lagos,GBP
N,225,7,N,Lanzarote,RT,London (Gatwick),Gatwick,449,448.48,London,ACE,Lanzarote,ACE,LGW,C,EUK,Arrecife,GBP
N,375,7,N,Lapland,RT,London (Gatwick),Gatwick,750,749.28,London,IVL,Lapland,IVL,LGW,C,EUK,Ivalo,GBP
N,246,7,N,Larnaca,RT,London (Gatwick),Gatwick,492,491.68,London,LCA,Larnaca,LCA,LGW,C,EUK,Larnaca,GBP
N,1143,7,N,Las Vegas,RT,London (Gatwick),Gatwick,2286,2285.38,London,LAS,Las Vegas (Harry Reid Intl),LAS,LGW,C,NOA,Harry Reid Intl,GBP
N,153,7,N,Lisbon,RT,London (Heathrow),Heathrow,306,305.09,London,LIS,Lisbon,LIS,LHR,C,EUK,Lisbon,GBP
N,160,7,N,Ljubljana,RT,London (Heathrow),Heathrow,319,318.39,London,LJU,Ljubljana,LJU,LHR,C,EUK,Joze Pucnik,GBP
N,1188,7,N,Los Angeles,RT,London (Heathrow),Heathrow,2375,2374.14,London,LAX,Los Angeles (Los Angeles International),LAX,LHR,C,NOA,Los Angeles International,GBP
N,95,7,N,Luxembourg,RT,London (Heathrow),Heathrow,189,188.89,London,LUX,Luxembourg,LUX,LHR,C,EUK,Luxembourg,GBP
N,122,7,N,Lyon,RT,London (Heathrow),Heathrow,243,242.79,London,LYS,Lyon (Saint Exupery),LYS,LHR,C,EUK,Saint Exupery,GBP
N,168,7,N,Madrid,RT,London (Heathrow),Heathrow,336,335.89,London,MAD,Madrid,MAD,LHR,C,EUK,Madrid,GBP
N,149,7,N,Malaga,RT,London (City Airport),City Airport,298,297.79,London,AGP,Malaga,AGP,LCY,C,EUK,Malaga,GBP
N,1459,7,N,Male,RT,London (Heathrow),Heathrow,2917,2916.89,London,MLE,Male (Male International),MLE,LHR,C,SAS,Male International,GBP
N,244,7,N,Malta,RT,London (Gatwick),Gatwick,488,487.28,London,MLA,Malta,MLA,LGW,C,EUK,Luqa International,GBP
N,87,7,N,Manchester,RT,London (Heathrow),Heathrow,174,173.52,London,MAN,Manchester,MAN,LHR,C,EUK,Manchester,GBP
N,217,7,N,Marrakech,RT,London (Gatwick),Gatwick,433,432.58,London,RAK,Marrakech,RAK,LGW,C,AFR,Marrakech,GBP
N,127,7,N,Marseille,RT,London (Heathrow),Heathrow,253,252.09,London,MRS,Marseille,MRS,LHR,C,EUK,Marseille,GBP
Y,1539,7,N,Mauritius,RT,London (Gatwick),Gatwick,3078,3077.18,London,MRU,Mauritius,MRU,LGW,C,AFR,Mauritius,GBP
N,197,7,N,Menorca,RT,London (Gatwick),Gatwick,393,392.48,London,MAH,Menorca,MAH,LGW,C,EUK,Menorca,GBP
N,1180,7,N,Mexico City,RT,London (Heathrow),Heathrow,2360,2359.79,London,MEX,Mexico City (Mexico),MEX,LHR,C,SOA,Mexico,GBP
N,1026,7,N,Miami,RT,London (Heathrow),Heathrow,2051,2050.14,London,MIA,Miami (Miami International),MIA,LHR,C,NOA,Miami International,GBP
N,147,7,N,Milan,RT,London (Heathrow),Heathrow,293,292.99,London,MXP,Milan (Malpensa),MIL,LHR,C,EUK,Malpensa,GBP
N,138,7,N,Montpellier,RT,London (Gatwick),Gatwick,276,275.08,London,MPL,Montpellier,MPL,LGW,C,EUK,Montpellier,GBP
N,1024,7,N,Montreal,RT,London (Heathrow),Heathrow,2048,2047.99,London,YUL,Montreal,YMQ,LHR,C,NOA,Montreal,GBP
N,1228,7,N,Mumbai,RT,London (Heathrow),Heathrow,2456,2455.49,London,BOM,Mumbai,BOM,LHR,C,SAS,Chhatrapati Shivaji Maharaj Intl,GBP
N,128,7,N,Munich,RT,London (Heathrow),Heathrow,255,254.89,London,MUC,Munich,MUC,LHR,C,EUK,Munich,GBP
N,224,7,N,Mykonos,RT,London (City Airport),City Airport,448,447.49,London,JMK,Mykonos,JMK,LCY,C,EUK,Mykonos,GBP
N,1259,7,N,Nairobi,RT,London (Heathrow),Heathrow,2518,2517.09,London,NBO,Nairobi,NBO,LHR,C,AFR,Nairobi,GBP
N,172,7,N,Naples,RT,London (Heathrow),Heathrow,344,343.29,London,NAP,Naples,NAP,LHR,C,EUK,Naples,GBP
N,1025,7,N,Nashville,RT,London (Heathrow),Heathrow,2049,2048.09,London,BNA,Nashville,BNA,LHR,C,NOA,Nashville International,GBP
N,1144,7,N,Nassau,RT,London (Heathrow),Heathrow,2288,2287.99,London,NAS,Nassau,NAS,LHR,C,SOA,Nassau,GBP
N,1135,7,N,New Delhi,RT,London (Heathrow),Heathrow,2270,2269.99,London,DEL,New Delhi,DEL,LHR,C,SAS,Indira Gandhi Intl,GBP
N,1062,7,N,New Orleans,RT,London (Heathrow),Heathrow,2124,2123.09,London,MSY,New Orleans,MSY,LHR,C,NOA,Louis Armstrong International,GBP
N,794,7,N,New York,RT,London (Gatwick),Gatwick,1587,1586.38,London,JFK,New York (John F Kennedy),NYC,LGW,C,NOA,John F Kennedy,GBP
N,79,7,N,Newcastle,RT,London (Heathrow),Heathrow,157,156.41,London,NCL,Newcastle,NCL,LHR,C,EUK,Newcastle International,GBP
Y,157,7,N,Nice,RT,London (Stansted),Stansted,314,313.66,London,NCE,Nice,NCE,STN,C,EUK,Nice,GBP
N,115,7,N,Nuremberg,RT,London (Heathrow),Heathrow,229,228.19,London,NUE,Nuremberg,NUE,LHR,C,EUK,Nuremberg,GBP
N,182,7,N,Olbia,RT,London (Heathrow),Heathrow,364,363.89,London,OLB,Olbia,OLB,LHR,C,EUK,Olbia,GBP
N,1083,7,N,Orlando,RT,London (Gatwick),Gatwick,2165,2164.38,London,MCO,Orlando,ORL,LGW,C,NOA,Orlando International,GBP
N,145,7,N,Oslo,RT,London (Heathrow),Heathrow,289,288.59,London,OSL,Oslo,OSL,LHR,C,EUK,Oslo,GBP
N,191,7,N,Palermo,RT,London (Heathrow),Heathrow,381,380.19,London,PMO,Palermo,PMO,LHR,C,EUK,Palermo,GBP
N,149,7,N,Palma,RT,London (City Airport),City Airport,297,296.29,London,PMI,Palma,PMI,LCY,C,EUK,Palma,GBP
N,264,7,N,Paphos,RT,London (Gatwick),Gatwick,528,527.08,London,PFO,Paphos,PFO,LGW,C,EUK,Paphos,GBP
N,127,7,N,Paris,RT,London (Heathrow),Heathrow,254,253.49,London,CDG,Paris (Charles de Gaulle),PAR,LHR,C,EUK,Charles de Gaulle,GBP
N,187,7,N,Perugia,RT,London (Heathrow),Heathrow,374,373.09,London,PEG,Perugia,PEG,LHR,C,EUK,ST. Francis Of Assisi,GBP
N,1100,7,N,Philadelphia,RT,London (Heathrow),Heathrow,2200,2199.09,London,PHL,Philadelphia,PHL,LHR,C,NOA,Philadelphia International,GBP
N,1225,7,N,Phoenix,RT,London (Heathrow),Heathrow,2450,2449.09,London,PHX,Phoenix (Sky Harbor International),PHX,LHR,C,NOA,Sky Harbor International,GBP
N,108,7,N,Pisa,RT,London (Heathrow),Heathrow,215,214.69,London,PSA,Pisa,PSA,LHR,C,EUK,Pisa,GBP
N,1089,7,N,Pittsburgh,RT,London (Heathrow),Heathrow,2178,2177.09,London,PIT,Pittsburgh,PIT,LHR,C,NOA,Pittsburgh International,GBP
N,346,7,N,Ponta Delgada,RT,London (Heathrow),Heathrow,691,690.29,London,PDL,Ponta Delgada,PDL,LHR,C,EUK,Ponta Delgada,GBP
N,1020,7,N,Port of Spain,RT,London (Gatwick),Gatwick,2039,2038.38,London,POS,Port of Spain,POS,LGW,C,SOA,Port of Spain,GBP
N,1186,7,N,Portland,RT,London (Heathrow),Heathrow,2371,2370.09,London,PDX,Portland,PDX,LHR,C,NOA,Portland International,GBP
N,172,7,N,Porto,RT,London (Gatwick),Gatwick,344,343.38,London,OPO,Porto,OPO,LGW,C,EUK,Porto,GBP
N,118,7,N,Prague,RT,London (Heathrow),Heathrow,236,235.59,London,PRG,Prague,PRG,LHR,C,EUK,Prague,GBP
N,205,7,N,Preveza Lefkada,RT,London (Heathrow),Heathrow,410,409.99,London,PVK,Preveza Lefkada,PVK,LHR,C,EUK,Aktion,GBP
N,1083,7,N,Providenciales,RT,London (Heathrow),Heathrow,2166,2165.49,London,PLS,Providenciales,PLS,LHR,C,SOA,Providenciales,GBP
N,207,7,N,Pula,RT,London (Heathrow),Heathrow,414,413.79,London,PUY,Pula,PUY,LHR,C,EUK,Pula,GBP
N,1025,7,N,Punta Cana,RT,London (Gatwick),Gatwick,2050,2049.08,London,PUJ,Punta Cana,PUJ,LGW,C,SOA,Punta Cana,GBP
N,198,7,N,Reykjavik,RT,London (Heathrow),Heathrow,395,394.79,London,KEF,Reykjavik (Keflavik),REK,LHR,C,EUK,Keflavik,GBP
N,261,7,N,Rhodes,RT,London (Heathrow),Heathrow,522,521.69,London,RHO,Rhodes,RHO,LHR,C,EUK,Rhodes,GBP
N,150,7,N,Riga,RT,London (Heathrow),Heathrow,299,298.59,London,RIX,Riga,RIX,LHR,C,EUK,Riga,GBP
N,1418,7,N,Rio de Janeiro,RT,London (Heathrow),Heathrow,2836,2835.69,London,GIG,Rio de Janeiro (Rio de Janeiro Intl),RIO,LHR,C,SOA,Rio de Janeiro Intl,GBP
N,1622,7,N,Riyadh,RT,London (Heathrow),Heathrow,3244,3243.59,London,RUH,Riyadh,RUH,LHR,C,MDE,King Khalid International,GBP
N,196,7,N,Rome,RT,London (Heathrow),Heathrow,391,390.79,London,FCO,Rome (Fiumicino),ROM,LHR,C,EUK,Fiumicino,GBP
N,140,7,N,Rotterdam,RT,London (City Airport),City Airport,279,278.29,London,RTM,Rotterdam,RTM,LCY,C,EUK,Rotterdam,GBP
N,150,7,N,Salzburg,RT,London (Heathrow),Heathrow,299,298.09,London,SZG,Salzburg,SZG,LHR,C,EUK,Salzburg,GBP
N,1275,7,N,San Diego,RT,London (Heathrow),Heathrow,2550,2549.09,London,SAN,San Diego,SAN,LHR,C,NOA,San Diego International,GBP
N,1275,7,N,San Francisco,RT,London (Heathrow),Heathrow,2550,2549.09,London,SFO,San Francisco,SFO,LHR,C,NOA,San Francisco International,GBP
N,1633,7,N,San Jose (Costa Rica),RT,London (Gatwick),Gatwick,3265,3264.18,London,SJO,San Jose (Costa Rica),SJO,LGW,C,SOA,San Jose,GBP
N,175,7,N,San Sebastian,RT,London (City Airport),City Airport,350,349.89,London,EAS,San Sebastian,EAS,LCY,C,EUK,San Sebastian,GBP
Y,1482,7,N,Santiago,RT,London (Heathrow),Heathrow,2964,2963.99,London,SCL,Santiago,SCL,LHR,C,SOA,Santiago,GBP
N,291,7,N,Santorini (Thira),RT,London (Gatwick),Gatwick,581,580.88,London,JTR,Santorini (Thira),JTR,LGW,C,EUK,Santorini,GBP
N,1371,7,N,Sao Paulo,RT,London (Heathrow),Heathrow,2742,2741.59,London,GRU,Sao Paulo (Guarulhos Intl),SAO,LHR,C,SOA,Guarulhos Intl,GBP
N,145,7,N,Sardinia,RT,London (Gatwick),Gatwick,290,289.48,London,CAG,Sardinia,CAG,LGW,C,EUK,Cagliari,GBP
N,1225,7,N,Seattle,RT,London (Heathrow),Heathrow,2449,2448.09,London,SEA,Seattle (Seattle-Tacoma International),SEA,LHR,C,NOA,Seattle-Tacoma International,GBP
N,158,7,N,Seville,RT,London (Gatwick),Gatwick,315,314.48,London,SVQ,Seville,SVQ,LGW,C,EUK,Seville,GBP
N,1214,7,N,Shanghai,RT,London (Heathrow),Heathrow,2428,2427.49,London,PVG,Shanghai (Shanghai Pudong),SHA,LHR,C,FEA,Shanghai Pudong,GBP
N,391,7,N,Sharm El Sheikh,RT,London (Gatwick),Gatwick,782,781.98,London,SSH,Sharm El Sheikh,SSH,LGW,C,AFR,Sharm El Sheikh Intl,GBP
N,1379,7,N,Singapore,RT,London (Heathrow),Heathrow,2757,2756.99,London,SIN,Singapore (Changi),SIN,LHR,C,FEA,Changi,GBP
N,311,7,N,Skiathos,RT,London (City Airport),City Airport,622,621.49,London,JSI,Skiathos,JSI,LCY,C,EUK,Skiathos,GBP
N,196,7,N,Sofia,RT,London (Heathrow),Heathrow,392,391.49,London,SOF,Sofia,SOF,LHR,C,EUK,Sofia,GBP
N,204,7,N,Split,RT,London (Heathrow),Heathrow,407,406.69,London,SPU,Split,SPU,LHR,C,EUK,Split,GBP
N,1117,7,N,St Kitts,RT,London (Gatwick),Gatwick,2233,2232.08,London,SKB,St Kitts,SKB,LGW,C,SOA,Robert L Bradshaw International,GBP
N,1077,7,N,St Lucia,RT,London (Gatwick),Gatwick,2153,2152.18,London,UVF,St Lucia,SLU,LGW,C,SOA,St Lucia,GBP
N,118,7,N,Stockholm,RT,London (Heathrow),Heathrow,235,234.49,London,ARN,Stockholm (Arlanda),STO,LHR,C,EUK,Arlanda,GBP
N,125,7,N,Stuttgart,RT,London (Heathrow),Heathrow,249,248.39,London,STR,Stuttgart,STR,LHR,C,EUK,Stuttgart,GBP
N,2762,7,N,Sydney,RT,London (Heathrow),Heathrow,5523,5522.69,London,SYD,Sydney (Sydney Kingsford Smith),SYD,LHR,C,FEA,Sydney Kingsford Smith,GBP
N,1106,7,N,Tampa,RT,London (Gatwick),Gatwick,2212,2211.38,London,TPA,Tampa (Tampa International),TPA,LGW,C,NOA,Tampa International,GBP
N,432,7,N,Tel Aviv,RT,London (Heathrow),Heathrow,864,863.09,London,TLV,Tel Aviv,TLV,LHR,C,MDE,Tel Aviv,GBP
N,239,7,N,Tenerife,RT,London (Heathrow),Heathrow,478,477.99,London,TFS,Tenerife (Sur Reina Sofia),TCI,LHR,C,EUK,Sur Reina Sofia,GBP
N,249,7,N,Thessaloniki,RT,London (Heathrow),Heathrow,497,496.79,London,SKG,Thessaloniki,SKG,LHR,C,EUK,Thessaloniki,GBP
N,145,7,N,Tirana,RT,London (Heathrow),Heathrow,290,289.69,London,TIA,Tirana,TIA,LHR,C,EUK,Tirana,GBP
N,1104,7,N,Tobago,RT,London (Gatwick),Gatwick,2208,2207.38,London,TAB,Tobago,TAB,LGW,C,SOA,Tobago,GBP
N,1625,7,N,Tokyo,RT,London (Heathrow),Heathrow,3250,3249.59,London,HND,Tokyo (Haneda),TYO,LHR,C,FEA,Haneda,GBP
N,918,7,N,Toronto,RT,London (Heathrow),Heathrow,1835,1834.49,London,YYZ,Toronto,YTO,LHR,C,NOA,Toronto,GBP
N,121,7,N,Toulouse,RT,London (Heathrow),Heathrow,241,240.79,London,TLS,Toulouse,TLS,LHR,C,EUK,Toulouse,GBP
N,155,7,N,Tromso,RT,London (Heathrow),Heathrow,309,308.59,London,TOS,Tromso,TOS,LHR,C,EUK,Tromso,GBP
N,137,7,N,Turin,RT,London (Gatwick),Gatwick,274,273.08,London,TRN,Turin,TRN,LGW,C,EUK,Turin,GBP
N,125,7,N,Valencia,RT,London (Heathrow),Heathrow,250,249.29,London,VLC,Valencia,VLC,LHR,C,EUK,Valencia,GBP
N,1288,7,N,Vancouver,RT,London (Gatwick),Gatwick,2575,2574.18,London,YVR,Vancouver,YVR,LGW,C,NOA,Vancouver,GBP
N,153,7,N,Venice,RT,London (Heathrow),Heathrow,305,304.69,London,VCE,Venice (Marco Polo),VCE,LHR,C,EUK,Marco Polo,GBP
N,132,7,N,Verona,RT,London (Gatwick),Gatwick,263,262.98,London,VRN,Verona,VRN,LGW,C,EUK,Valerio Catullo,GBP
N,134,7,N,Vienna,RT,London (Heathrow),Heathrow,268,267.89,London,VIE,Vienna,VIE,LHR,C,EUK,Vienna,GBP
N,124,7,N,Warsaw,RT,London (Heathrow),Heathrow,248,247.49,London,WAW,Warsaw,WAW,LHR,C,EUK,Warsaw,GBP
N,1089,7,N,Washington DC,RT,London (Heathrow),Heathrow,2178,2177.09,London,IAD,Washington DC (Dulles International),WAS,LHR,C,NOA,Dulles International,GBP
N,127,7,N,Zagreb,RT,London (Heathrow),Heathrow,253,252.49,London,ZAG,Zagreb,ZAG,LHR,C,EUK,Zagreb,GBP
N,243,7,N,Zakynthos Island,RT,London (Heathrow),Heathrow,486,485.49,London,ZTH,Zakynthos Island,ZTH,LHR,C,EUK,Zakynthos Island,GBP
N,150,7,N,Zurich,RT,London (Heathrow),Heathrow,300,299.39,London,ZRH,Zurich,ZRH,LHR,C,EUK,Zurich,GBP
N,1429,7,N,Abu Dhabi,RT,London (Heathrow),Heathrow,2858,2857.39,London,AUH,Abu Dhabi,AUH,LHR,F,MDE,Abu Dhabi,GBP
N,2267,7,N,Abuja,RT,London (Heathrow),Heathrow,4533,4532.59,London,ABV,Abuja,ABV,LHR,F,AFR,Abuja,GBP
N,1263,7,N,Atlanta,RT,London (Heathrow),Heathrow,2526,2525.09,London,ATL,Atlanta (Hartsfield-Jackson Int),ATL,LHR,F,NOA,Hartsfield-Jackson Int,GBP
N,1967,7,N,Bahrain,RT,London (Heathrow),Heathrow,3934,3933.19,London,BAH,Bahrain,BAH,LHR,F,MDE,Bahrain,GBP
Y,7320,7,N,Beijing,RT,London (Heathrow),Heathrow,14639,14638.49,London,PKX,Beijing (Beijing Daxing Intl),BJS,LHR,F,FEA,Beijing Daxing Intl,GBP
N,2781,7,N,Bermuda,RT,London (Heathrow),Heathrow,5562,5561.19,London,BDA,Bermuda,BDA,LHR,F,SOA,Bermuda,GBP
N,1488,7,N,Boston,RT,London (Heathrow),Heathrow,2976,2975.09,London,BOS,Boston,BOS,LHR,F,NOA,Logan International,GBP
N,2219,7,N,Bridgetown (Barbados),RT,London (Heathrow),Heathrow,4438,4437.89,London,BGI,Bridgetown (Barbados),BGI,LHR,F,SOA,Bridgetown,GBP
N,2533,7,N,Cape Town,RT,London (Heathrow),Heathrow,5065,5064.69,London,CPT,Cape Town,CPT,LHR,F,AFR,Cape Town,GBP
N,1416,7,N,Chicago,RT,London (Heathrow),Heathrow,2832,2831.09,London,ORD,Chicago (O'Hare International),CHI,LHR,F,NOA,O'Hare International,GBP
N,1449,7,N,Dallas,RT,London (Heathrow),Heathrow,2897,2896.09,London,DFW,Dallas (Dallas Ft Worth),DFW,LHR,F,NOA,Dallas Ft Worth,GBP
N,1745,7,N,Doha,RT,London (Heathrow),Heathrow,3490,3489.79,London,DOH,Doha,DOH,LHR,F,MDE,Doha,GBP
N,1450,7,N,Dubai,RT,London (Heathrow),Heathrow,2900,2899.39,London,DXB,Dubai,DXB,LHR,F,MDE,Dubai,GBP
N,2382,7,N,Hong Kong,RT,London (Heathrow),Heathrow,4764,4763.69,London,HKG,Hong Kong,HKG,LHR,F,FEA,Hong Kong,GBP
N,1588,7,N,Houston,RT,London (Heathrow),Heathrow,3176,3175.09,London,IAH,Houston (George Bush Intercont),HOU,LHR,F,NOA,George Bush Intercont,GBP
N,1796,7,N,Jeddah,RT,London (Heathrow),Heathrow,3592,3591.59,London,JED,Jeddah,JED,LHR,F,MDE,King Abdul Aziz International,GBP
N,2475,7,N,Johannesburg,RT,London (Heathrow),Heathrow,4950,4949.69,London,JNB,Johannesburg,JNB,LHR,F,AFR,Johannesburg,GBP
N,2001,7,N,Kuala Lumpur,RT,London (Heathrow),Heathrow,4002,4001.99,London,KUL,Kuala Lumpur,KUL,LHR,F,FEA,Kuala Lumpur,GBP
N,2394,7,N,Kuwait,RT,London (Heathrow),Heathrow,4788,4787.49,London,KWI,Kuwait,KWI,LHR,F,MDE,Kuwait,GBP
N,2440,7,N,Lagos,RT,London (Heathrow),Heathrow,4879,4878.59,London,LOS,Lagos,LOS,LHR,F,AFR,Lagos,GBP
N,1828,7,N,Las Vegas,RT,London (Heathrow),Heathrow,3655,3654.39,London,LAS,Las Vegas (Harry Reid Intl),LAS,LHR,F,NOA,Harry Reid Intl,GBP
N,2999,7,N,Los Angeles,RT,London (Heathrow),Heathrow,5997,5996.09,London,LAX,Los Angeles (Los Angeles International),LAX,LHR,F,NOA,Los Angeles International,GBP
Y,2325,7,N,Male,RT,London (Heathrow),Heathrow,4649,4648.29,London,MLE,Male (Male International),MLE,LHR,F,SAS,Male International,GBP
N,1593,7,N,Mexico City,RT,London (Heathrow),Heathrow,3186,3185.79,London,MEX,Mexico City (Mexico),MEX,LHR,F,SOA,Mexico,GBP
N,1640,7,N,Miami,RT,London (Heathrow),Heathrow,3279,3278.09,London,MIA,Miami (Miami International),MIA,LHR,F,NOA,Miami International,GBP
N,2749,7,N,Mumbai,RT,London (Heathrow),Heathrow,5498,5497.49,London,BOM,Mumbai,BOM,LHR,F,SAS,Chhatrapati Shivaji Maharaj Intl,GBP
N,1257,7,N,New York,RT,London (Heathrow),Heathrow,2514,2513.09,London,JFK,New York (John F Kennedy),NYC,LHR,F,NOA,John F Kennedy,GBP
N,3260,7,N,Riyadh,RT,London (Heathrow),Heathrow,6519,6518.59,London,RUH,Riyadh,RUH,LHR,F,MDE,King Khalid International,GBP
N,2113,7,N,San Francisco,RT,London (Heathrow),Heathrow,4226,4225.09,London,SFO,San Francisco,SFO,LHR,F,NOA,San Francisco International,GBP
N,2602,7,N,Santiago,RT,London (Heathrow),Heathrow,5204,5203.99,London,SCL,Santiago,SCL,LHR,F,SOA,Santiago,GBP
N,1537,7,N,Seattle,RT,London (Heathrow),Heathrow,3074,3073.09,London,SEA,Seattle (Seattle-Tacoma International),SEA,LHR,F,NOA,Seattle-Tacoma International,GBP
N,1878,7,N,Shanghai,RT,London (Heathrow),Heathrow,3755,3754.49,London,PVG,Shanghai (Shanghai Pudong),SHA,LHR,F,FEA,Shanghai Pudong,GBP
N,2269,7,N,Singapore,RT,London (Heathrow),Heathrow,4538,4537.99,London,SIN,Singapore (Changi),SIN,LHR,F,FEA,Changi,GBP
N,3262,7,N,Sydney,RT,London (Heathrow),Heathrow,6523,6522.69,London,SYD,Sydney (Sydney Kingsford Smith),SYD,LHR,F,FEA,Sydney Kingsford Smith,GBP
N,2303,7,N,Tokyo,RT,London (Heathrow),Heathrow,4605,4604.59,London,HND,Tokyo (Haneda),TYO,LHR,F,FEA,Haneda,GBP
N,5758,7,N,Vancouver,RT,London (Heathrow),Heathrow,11515,11514.89,London,YVR,Vancouver,YVR,LHR,F,NOA,Vancouver,GBP
N,1313,7,N,Washington DC,RT,London (Heathrow),Heathrow,2626,2625.09,London,IAD,Washington DC (Dulles International),WAS,LHR,F,NOA,Dulles International,GBP
